中文,英文
凯氏带,Casparian band
缺素症,element deficiency symptom
永久萎蔫系数,permanent wilting coefficient
阴生植物,shade plant
木[质]化,lignification
乔木,tree
初生木质部,primary xylem
无限维管束,open bundle
空穴化,cavitation
输导组织,conducting tissue
光合单位,photosynthetic unit
生物钟,biological clock
萌发,germination
临界日长,critical daylength
必需元素,essential element
韧皮部装载,phloem loading
暗反应,dark reaction
植物抗逆性,plant resistance
量子效率,quantum efficiency
逆境蛋白,stress protein
光系统Ⅱ,photosystemⅡ
生物氧化,biological oxidation
气象,meteorology
大气,atmosphere
总辐射,global radiation
空气负离子,aeroanion
泰加林气候,taiga climate
冻害,freezing injury
冻裂,frost cleft
组织培养,tissue culture
中柱,stele
水势,water potential
膨压,turgor pressure
原初反应,primary reaction
逆境,stress
衰老,senescence
渐渗杂交,introgression hybridization
单交,interlinear cross
集团选择,bulk selection
选择强度,selective intensity
核心群体,nucleus population
随机变异,random variation
绝对值选优法,absolute value selection method
近交,inbreeding
单株选择,individual selection
树上杂交,cross on outside tree
育种群体,breeding population
杂交亲本,hybridization parent
体细胞杂种,somatic hybrid
褐化现象,browning
细胞培养,cell culture
数量性状基因座定位,QTL mapping
林木良种更新,new certified variety and seed releasing
自由授粉交配设计,open pollination mating design
完全双列交配设计,completed diallel mating design
器官培养,organ culture
交配设计,mating design
多系交配设计,polycross mating design
正反交互作效应,reciprocal interaction
数量性状基因座,quantitative trait locus
部分双列交配设计,partial diallel mating design
外植体,explant
试验设计,experimental design
染色体工程,chromosome engineering
林木良种质量控制,certified variety seeds quality control
基因型与环境互作,genotype × environment interaction
开花调控,flowering regulation
林木数量遗传学,forest tree quantitative genetics
家系间选择,selection among family
多父本混合授粉,multiple parents pollination
超显性假说,overdominance hypothesis
杂种优势,heterosis
局部分布区种源试验,limited provenance trial
无性系选育,clonal selection
优树,plus tree
遗传增益,genetic gain
回交,backcross
三交,triple cross
杂种种子园,hybrid seed orchard
家系内选择,selection within family
花期不遇,flowering asynchronism
属间杂交,inter-generic crossing
混合选择,mass selection
选择差,selection differential
生态型变异,ecotypic variation
花粉调制,pollen modulation
综合选择,combined selection
[林木]引种,introduction
切枝杂交,cutting cross
候选树,candidate plus tree
优树选择,selection of plus tree
优势木对比法,comparison method among dominant tree
表型组,phenome
人工选择,artificial selection
温室种子园,greenhouse seed orchard
三倍体,triploid
玻璃化,vitrification
单交设计,single-pair mating design
细胞学标记,cytological marker
配合力,combining ability
正向选型交配设计,positive asortative mating design
目的基因,target gene
第一代无性系种子园,first generation clonal seed orchard
作图群体,genetic population for mapping
树体管理,tree form control
第二代无性系种子园,second gen-eration clonal seed orchard
分子标记,molecular marker
花粉管理,pollen management
诱变育种,mutation induction breeding
林木良种生产许可证,production permission for certified variety
第一代重建无性系种子园,first gen-eration improved clonal seed orchard
三系杂交特殊配合力种子园,SCA hybrid seed orchard with three clones
位置效应,topophysis
细胞工程,cell engineering
林木分子遗传学,forest tree molecular genetics
林木育种资源,forest tree breeding resources
小种,race
半同胞家系,half-sib family
遗传变异,genetic variation
基因组,genome
林木育种策略,forest tree breeding strategy
小样地法,small plot sampling method
花粉蒙导,mentor pollen
遗传图谱,genetic map
变异,variation
自花授粉,self-pollination
二倍体,diploid
无性系种子园,clonal seed orchard
种源地理变异模式,provenance geographic variation pattern
选择响应,selection response
种内杂交,intraspecific cross
显性假说,dominance hypothesis
树种选择,tree species selection
种间杂交,interspecific cross
花期调整,anthesis regulation
遗传相关,genetic correlation
外来树种,exotic tree species
供选群体,population for selection
杂种胚拯救培养,hybrid embryo rescue
稳定化选择,stabilizing selection
渐变变异,clinal variation
授粉,pollination
对比树,comparison tree
轮回亲本,recurrent parent
群体选择,population selection
种源选择,provenance selection
无性系源株,ortet
人工种子,artificial seed
无性系测定,clonal testing
林木良种经营许可证,commercialization permission for certified variety
种源种子园,provenance seed orchard
人工杂种,artificial hybrid
互补型交配设计,complementary mating design
保护行,guard row
半双列交配设计,half diallel mating design
不完全谱系交配设计,incomplete pedigree mating design
特殊配合力,special combining ability
双系杂交特殊配合力种子园,SCA hybird seed orchard with two clones
生物化学标记,biochemical marker
茎尖培养,shoot tip culture
形态学标记,morphological marker
同源多倍体,autopolyploid
林木认定品种,recognized variety
一般配合力,general combining ability
杂交,cross
直接选择,direct selection
基本群体,base population
家系,family
林木细胞遗传学,forest tree cytogenetics
环境变异,environmental variation
全同胞家系,full-sib family
林木种质资源保存,conservation of forest germplasm resources
种源,provenance
指数选择,index selection
线粒体基因组,mitochondrial genome
基因组学,genomics
品种,variety
全分布区种源试验,range-wide provenance trial
原生质体分离,protoplast separation
间接选择,indirect selection
局部控制,local control
林木育种,forest tree breeding
非轮回亲本,non-recurrent parent
不亲和性,incompatibility
主群体,main population
亚群体,subline population
定向选择,directional selection
分裂选择,disruptive selection
育种周期,breeding cycle
加速育种周期,accelerated breeding cycle
反向杂种优势,negative heterosis
入选率,selection proportion
精选树,elite tree
超亲优势,over-parent heterosis
连续变异,continuous variation
子代测定群体,progeny testing population
自交不亲和性,self-incompatibility
不连续变异,discontinuous variation
控制授粉,controlled pollination
表型,phenotype
愈伤组织,callus
培养基,culture medium
异源多倍体,alloploid
完全谱系交配设计,complete pedigree mating design
单倍体,haploid
分子标记辅助选择育种,molecular marker assistant selection breeding
优树收集区,clonal archive
高世代种子园,advanced-generation seed orchard
双列交配设计,diallel mating design
对照,check
基因转移,gene transfer
原生质体培养,protoplast culture
外源花粉污染控制,pollen contamination control
体细胞胚胎发生,somatic embryogenesis
倍性育种,ploidy breeding
第一代无性系去劣种子园,first generation rogued clonal seed orchard
林木品种证书,variety certification
种子园,seed orchard
杂种,hybrid
测交系交配设计,tester design
无性系分株,ramet
多倍体,polyploid
叶绿体基因组,chloroplast genome
表型变异,phenotypic variation
遗传,heredity
地理小种,geographic race
林木群体遗传学,forest tree population genetics
林木种质资源,forest germplasm resources
连续选择,continuous selection
乡土树种,indigenous tree species
选择育种,selection breeding
远交,outbreeding
杂种优势早期预测,early prediction for heterosis
花粉生活力,pollen viability
种源变异,variation among provenance
[林木]驯化,domestication
繁殖群体,propagation population
表型组学,phenomics
多性状选择,multi-traits selection
套袋隔离,bagging for pollen isolation
父本,male parent
双交,double cross
种源试验,provenance trial
异花授粉,cross-pollination
自交,self-fertilization
无性系育林,clonal forestry
基因型,genotype
轮回选择,recurrent selection
母本,female parent
独立标准法,independent standard method
去雄,emasculation
杂种衰退,hybrid breakdown
四倍体,tetraploid
物理图谱,physical map
体细胞胚植株再生,plant regeneration from somatic embryo
航天育种,space flight breeding
遗传测定,genetic testing
天然杂种,natural hybrid
随机,randomization
杂交育种,cross breeding
无性系,clone
采种母树,tree for seed collection
基因工程,gene engineering
子代测定,progeny testing
遗传标记,genetic marker
林木审定品种,certified variety
不连续半双列交配设计,disconnected half diallel mating design
种子园经营管理,seed orchard management
滚动式种子园,rolling seed orchard
原生质体融合,protoplast fusion
年龄效应,cyclophysis
多点多年度分析,experimental analysis based on multiple sites and years data
巢式交配设计,nested mating design
杂种生境,hybrid habitat
实生苗种子园,seedling seed orchard
中选群体,selected population
种子产地,seed sources
杂交组合,cross combination
子囊菌,ascomycota
放线菌,actinobacteria
炭疽病,anthracnose
瘿蜂,gall wasps
阔叶树害虫,broadleaf insect pest
毒力,virulence
榆树荷兰病,Dutch elm disease
吉丁虫,buprestid
木蠹蛾,carpenter moth
溃疡[病],canker
红脂大小蠹,red turpentine beetle
心材腐朽,heart rot
钻蛀性害虫,boring insect
瘤锈病,gall rust
青枯病,bacterial wilt
尺蛾,geometrid moth
冰核活性细菌,ice nucleation active bacteria
混合侵染,mixed infection
次期[性]害虫,secondary insect pest
致病性,pathogenicity
初期[性]害虫,primary insect pest
叶蜂,sawfly
带线,zone line
立木腐朽,decay of living tree
菟丝子,dodder
枝枯病,shoot blight
舟蛾,notodontid moth
拮抗真菌,antagonistic fungi
粉蠹,powder-post beetle
内外生菌根,ectendomycorrhiza
生态调控,ecological mediation
无疫害生产点,pest-free production site
植物有害生物,plant pest
发生,occurrence
国家植保组织,National Plant Protection Organization
紫茎泽兰,crofton weed
非疫区,pest-free area
扩散,spread
母坑道,maternal gallery
刻槽,oviposition pit
截获,interception
地面监测,ground survey
小蠹坑道,bark beetle gallery
生物杀虫剂,biological pesticide
食菌小蠹,ambrosia bark beetle
湿地松粉蚧,loblolly pine mealybug
产地,place of production
白蚁道,termite runway
非限定性有害生物,non-regulated pest
引入,introduction
松突圆蚧,Japanese pine needle scale
叶甲,leaf beetle
植物检疫立法,phytosanitary legislation
带状顺风点火,strip burning
下山火,downslope fire
红外林火监测,infrared fire detection
航空护林,aerial forest fire protection
火行为预报,fire behavior forecast
堆烧,pile burning
热值,heat value
森林火险,forest fire danger
电视林火监测,television fire detection
可燃物载量,fuel load
树冠火,crown fire
火烈度,fire severity
空中可燃物,aerial fuel
特别重大森林火灾,disaster forest fire
V字形点火,V-burning
中心点火,central burning
火险天气预报,fire weather forecast
活可燃物,living fuel
森林火灾,forest fire
林火预报,forest fire forecast
易燃可燃物,flammable fuel
过火面积,burned area
防火检查站,fire control station
地表可燃物,surface fuel
人工扑火,artificial fire fighting
森林防火,forest fire protection
相对湿度,relative humidity
火蔓延速度,rate of fire spread
火翼,fire flank
机械灭火,mechanical fire extinguish
检疫处理,quarantine treatment
火灾调查,fire investigation
林火种类,fire kind
火旋风,fire whirl
灌丛火,bush fire
科赫法则,Koch’s rule
预警,early warning
担子菌,basidiomycota
栗疫病,chestnut blight
接合菌,zygomycota
症状,symptom
准性生殖,parasexuality
伐根腐朽,stump rot
森林昆虫区系,forest insect fauna
植物诱导抗性,induced resistance of plant
扩展性溃疡,diffuse canker
松材线虫病,pine wilt disease
生态性森林病害,ecological forest disease
栎树猝死病,sudden oak death
寄生专化型,specialized form
白腐菌,white rot fungi
椰心叶甲,coconut leaf beetle
干基腐,butt decay
转主寄主,alternate host
外生菌根,ectomycorrhiza
森林昆虫,forest insect
森林昆虫群落,forest insect community
刺桐姬小蜂,erythrina gall wasp
多年生溃疡,perennial canker
灭活处理,devitalization
环阻法,banding method
有害生物风险分析,pest risk analysis
监测,monitoring
日本松干蚧,Japanese pine bast scale
蛀孔,bore hole
保护区,protected area
检疫性有害生物,quarantine pest
天牛幼虫,longhorn beetle larvae
植物检疫,plant quarantine
植物检疫程序,phytosanitary procedure
网蝽,lace bug
国际植物保护公约,International Plant Protection Convention
种苗,plant for planting
实施动植物卫生检疫措施协议,Agreement on the Application of Sanitary and Phytosanitary Measures
竹蝗,bamboo locust
有害生物风险治理,pest risk management
生物防治,biological control
五倍子蚜虫,Chinese gall aphid
死可燃物,dead fuel
生理小种,physiological race
根部腐朽,root decay
病斑,lesion
火源,fire cause
排粪孔,frass hole
枯梢病,dieback
限定的检疫物,regulated article
天牛,longhorn beetle
通气孔,ventilation hole
定殖,establishment
较大森林火灾,larger forest fire
林火生态,forest fire ecology
地下可燃物,underground fuel
顺风点火,head fire burning
火发生预报,fire occurrence forecast
细小可燃物,fine fuel
可燃物种类,fuel kind
平衡含水率,equilibrium moisture content
火焰高度,flame height
相对含水率,relative moisture content
防火树种,fire resistant tree species
高能量火,big fire
荒火,wildland fire
剩余可燃物,remanded fuel
林火管理,forest fire management
规定火烧,prescribed burning
越冬火,over winter fire
飞火,spot fire
间接灭火,indirect fire suppression
火干扰,fire disturbance
森林防火戒严期,caution period of forest fire prevention
以火灭火,back fire
金龟子,scarab
植物检疫措施,phytosanitary measure
菌圃,fungus garden
加热处理,heat treatment
限定的非检疫性有害生物,regulated non-quarantine pest
监管区,regulated area
蛀屑,wood dust and frass
枝梢害虫,twig and shoot insect pest
植物产品,plant product
无疫害产地,pest-free place of production
侵入孔,entrance hole
竹节虫,stick insect
检验,inspection
白蜡虫,white wax insect
自然火源,nature fire cause
故意纵火,intention fire
森林火灾等级,forest fire class
生物防火,biological fire protection
临界含水率,moisture of extinction
火爆,fire storm
对流柱,convection column
瞭望塔,lookout tower
林火监测,fire detection
防火隔离带,fire break
索降灭火,rappelling fire fighting
熏黑高度,scorch height
林火气象站,fire weather station
火焰长度,flame length
有效可燃物,effective fuel
森林可燃物,forest fuel
火疤,fire scar
森林防火期,period of forest fire prevention
渠道风,corridor wind
森林燃烧,forest combustion
火谷,fire valley
火头,fire head
火灾轮回期,fire cycle period
伤流,bleeding
流胶,gummosis
针叶锈病,needle rust
细菌,bacteria
卵菌,oomycota
边材腐朽,sap rot
非侵染性病害,non-infectious disease
小蠹[虫],bark beetle
食叶害虫,defozliator
中期腐朽,intermediate decay
球果锈病,cone rust
土壤习居菌,soil inhabiting microorganism
针叶树害虫,conifer insect pest
矮槲寄生,dwarf mistletoe
环靶性溃疡,target canker
初期腐朽,incipient decay
林业有害生物,forest pest
根部习居菌,root inhabiting microorganism
美国白蛾,fall webworm
窃蠹,furniture beetle
限定的有害生物,regulated pest
微甘菊,mile-a-minute weed
昆虫生长调节剂,insect growth regulator
侵染性病害,infectious disease
观察员,fire patrol
火顶极,fire climax
褐腐菌,brown rot fungi
火因调查,fire cause investigation
植物检疫行动,phytosanitary action
槲寄生,mistletoe
人为火源,man fire cause
森林病害,forest disease
落针病,needle cast
无性型真菌,anamorphic fungi
疱锈病,blister rust
花叶病,mosaic
流脂,resinosis
病毒,virus
森林害虫,forest insect pest
菌根,mycorrhiza
毛毡病,felt disease
病情指数,disease index
复循环病害,multicycle disease
袋蛾,bagworm moth
举肢蛾,sun moth
枣实蝇,ber fruit fly
后期腐朽,advanced decay
木蜂,carpenter bee
红棕象甲,red palm weevil
林木病害,tree disease
松毛虫,pine caterpillars
侵染循环,infection cycle
复合侵染,complexed infection
树蜂,siricidae
诱因,induced factor
一年生溃疡,annual canker
内生菌根,endomycorrhiza
球蚜,gall aphid
疫区,quarantine area
地表火,surface fire
植物检疫出证,phytosanitary certification
豹蠹蛾,leopard moth
补充营养,supplemental nutrition
紫胶虫,lac insect
化学防治,chemical control
实木包装材料,solid wood packing materials
航空监测,aerial survey
植物检疫证书,phytosanitary certificate
[可]持续控制,sustainable control
干部害虫,trunk insect pest
根部害虫,root insect pest
非检疫性有害生物,non-quarantine pest
植物检疫法规,phytosanitary regulation
[小蠹]坑道系统,pattern of bark beetle gallery
诱[饵]树,trap tree
信息素引诱监测,pheromone trapping survey
刺吸害虫,sucking insect pest
逆风点火,rear fire burning
上山火,upslope fire
森林燃烧性,forest combustibility
地下火,ground fire
生物防治物,biological control agent
一般森林火灾,common forest fire
自动雷电探测系统,lightning detection system
直接灭火,direct fire suppression
可燃物含水率,fuel moisture content
可燃物模型,fuel model
火环境,fire environment
森林火险等级预报,forest fire danger rating forecast
粗大可燃物,heavy fuel
火[线]强度,fire intensity
高温热流,high temperature flow
绝对含水率,absolute moisture content
火焰深度,flame depth
生物防火带,green belt
防火沟,fire trench
难燃可燃物,unflammable fuel
火尾,fire rear
火行为,fire behavior
火间隔期,fire interval
火线,fire line
森林火险天气,forest fire danger weather
森林火险等级,forest fire danger rating
总可燃物,total fuel
草地火,grassland fire
可燃物类型,fuel type
抽提物,extractive
机降灭火,helitack fire fighting
扑火力量,strength of fire fighting
卫星林火监测,fire detection by satellite
雷击火,lightning fire
火[险]频度,fire frequency
起火点,point of ignition
鞍形场涡流,saddle turbulence
灭火剂,fire retardant
清理火场,mopping up
燃烧阶段,combustion phase
无焰燃烧,smoldering burn
峡谷风,valley wind
林火,forest fire
有焰燃烧,flaming burn
化学灭火,chemical fire extinguish
重大森林火灾,severe forest fire
火灾季节,fire season
木腐菌,wood decay fungi
斑驳,mottle
真菌,fungi
衰退病,decline disease
单循环病害,single cycle disease
系统侵染,systematic infection
毒蛾,tussock moth
干部腐朽,trunk decay
寄主主导型病害,host dominated disease
侵染力,aggressiveness
病原主导型病害,pathogen dominated disease
透翅蛾,clearwing moth
桑寄生,parasite scurrula
丛枝病,witches’ broom
植物病害流行学,plant epidemiology
发病率,incidence
木蚁,carpenter ant
猝倒病,damping-off
菌根真菌,mycorrhizal fungi
弱毒菌系,hypovirulent strain
营林防治,silvicultural control
寄主范围,host range
有害生物综合治理,integrated pest management
种实害虫,seed insect pest
[小蠹]交配室,nuptial chamber
森林植物检疫,forest plant quarantine
熏蒸,fumigation
木虱,wood louse
铲除,eradication
白蚁,termite
有害生物风险评估,pest risk assessment
检疫站,quarantine station
羽化孔,emergence hole
森林生物灾害,forest biological disaster
子坑道,larval gallery
棋盘式点火,chessboard burning
瞭望员,lookouter
灰分,ash
检测,test
干雷暴,dry storm
潜伏侵染,latent infection
植物菌原体,phytoplasma
播种造林,seeding
定向培育,oriented silviculture
集约育林,intensive silviculture
大田育苗,field seedling production
补植,reinforcement planting
合格苗,certified seedling
实生苗,sexual seedling
髓心形成层对接,pith-cambium layer pairing grafting
嫁接亲和性,grafting compatibility
苗木分级,seedling sorting
行间混交,mixed by row
嫁接,graft
种子[品质]检验,seed testing
插条造林,planting by cutting
苗木品质,seedling quality
缝植法,slit planting
条播,strip sowing
造林地整地,soil preparation
母树林,seed production stand
定植,final planting
容器苗,containerized seedling
育苗基质,nursery medium
下种伐,seed cutting
无性更新,clonal regeneration
生态旅游,ecological tourism
人居林,human settlement forest
旅游生态足迹,touristic ecological footprint
卫生伐,sanitation cutting
纪念林,historic forest
综合疏伐,combined method of thinning
极适生城市植物,highly urbanphil plant
下层疏伐,low thinning
化学透光伐,chemical cleaning
人工栽培群落,artificial planted community
修枝,pruning
人工促进天然更新,assisted natural regeneration
水岸林,riverside forest
更新采伐,regeneration cutting
森林游憩环带,forest recreation band
游憩承载力,recreation carrying capacity
正方形配置,square spacing
根蘖更新,suckering regeneration
横隔,diaphragm
竹节,bamboo node
化学修剪,chemical pruning
立竹整齐度,uniform of culm
结果习性,bearing habit
短果枝,fruit spur
结果枝组,bearing branch group
眉围,culm circumference at eye brow height
套袋,packing
坐果率,fruit setting percentage
徒长枝,water sprout
立竹年龄结构,age structure of culm
清耕,clear ploughing
竹笋留养,bamboo shoot maintaining and cultivating
长果枝,long fruit branch
竹青,bamboo culm skin
竹肉,middle part of bamboo culm wall
芽眼,bud eye
竹壁,bamboo culm wall
藤片,flat core
笋材两用竹林,bamboo stands for both shoot and culm production
秆基,culm base
丛芽苗,cluster seedling
萌蘖芽,sucker
竹黄,inner part of bamboo culm
鞭梢,terminal part of bamboo rhizome
轴鞭,cirrus
砧木,rootstock
生长伐,accretion cutting
生态风景林,eco-landscape forest
埋条造林,planting by layering
针叶束嫁接,needle-fascicle grafting
适地适树,matching species with the site
起苗,lifting
苗圃,nursery
种子包衣,seed coating
混交比例,mixed species proportion
种子区区划,seed zone division
硬枝扦插,hardwood cutting
发芽势,germination energy
品字形配置,triangle spacing
穴植法,hole planting
种子处理,seed treatment
立地条件,site condition
造林地清理,site clearance
营养繁殖苗,cuttings
分殖造林,planting by vegetative propagation
种子休眠,seed dormancy
株间混交,mixed by individual tree
造林保存率,survival rate
宜林地,suitable land for forest
产区区划,production zoning
撒播,broadcast sowing
混交类型,type of mixture
森林游憩类型,forest recreation type
森林美景度,forest scenic beauty
森林游憩资源,forest recreation resources
游憩机会谱,recreation opportunity spectrum
除蘖,tiller cutting
观赏树种,ornamental tree species
种植点配置,spacing of planting spot
滞尘效应,dust retention effect
野营,camping
保健林,healthcare forest
旅游生态学,touristic ecology
植物精气,phytoncidere
森林疗养,forest therapy
抗污染树种,pollution-resistant tree species
长方形配置,rectangular spacing
皆伐,clear cutting
单株择伐,single-selection cutting
大面积皆伐,large area clearcutting
园艺疗法,horticultural therapy
平茬,stumping
绿量,green quantity
次生枝,sub branch
隔年结果,alternate bearing
扭梢,shoot twisting
笋壳,bamboo shoot sheath
救命芽,reserve bud
丛生竹,sympodial bamboo
刮皮,scrape bark
森林文化,forest culture
初花期,early blooming stage
矮化密植,dwarf and close planting
休眠季修剪,winterly pruning
伐桩施肥,fertilizing in culm stump
散生竹,monopodial bamboo
结果枝,bearing branch
副梢整形,secondary shoot shaping
清园,orchard cleaning
疏花疏果,thinning of blossom and fruit
枝果比,fruit-shoot ratio
立竹,standing culm
多用途树种,multi-purpose tree species
竹腔注射,culm hall injection
单茎藤,solitary rattan
中径藤,medium-diameter rattan
直立藤,erect rattan
棕榈藤,rattan
竹腔,bamboo culm cavity
隔离林带,greenbelt between community
混交方法,pattern of mixture
城市植物,urban plant
辅助转果,assisted fruit-turning
苗床,seedbed
采育兼顾伐,tending selection cutting
绿道,green way
花年竹林,even year bamboo stand
造林地,planting site
分根造林,planting by root cutting
点播,spot sowing
采种,seed collection
适生城市植物,moderately urbanphil plant
水浸催芽,immersion pregermination
种子层积催芽,seed stratification
发芽率,germination rate
育苗,seedling production
四旁植树,four-side rounding planting
立地,site
飞机播种,aerial seeding
裸根苗,bare-root seedling
垄作,ridged culture
造林规划,plantation planning
分蘖造林,planting by tiller
荒地造林,afforestation
种实调制,seed processing
压条,layering
种子活力,seed viability
场圃发芽率,nursery germination rate
群状配置,group spacing
芽接,bud grafting
扦插,propagation by cutting
立地类型,site type
带状混交,mixed by strip
局部整地,partial soil preparation
立地质量,site quality
种子贮藏,seed storage
主伐,harvest cutting
森林游憩,forest recreation
中度嫌城市植物,moderately urbanphobe plant
后伐,removal cutting
带状皆伐,clearcutting in strips
环城林带,greenbelt around city
经营择伐,management selection cutting
树冠覆盖率,tree canopy coverage
萌芽更新,coppicing regeneration
风水林,Fengshui forest
群状择伐,group-selection cutting
渐伐,shelterwood cutting
森林医学,forest medicine
林分改造,stand improvement
择伐,selection cutting
萌芽期,bud bursting stage
果实成熟期,fructescence
叶果比,fruit-leaf ratio
保花保果,fruit and flower saving
中果枝,moderate fruit branch
鞭根系统,rhizome-root system
早果性,precocity of fruiting
竹蔸,culm stump
摘心,tipping
促花,promoting flower-formation
笋期,shooting stage
丰产性,fertility
毛料,one-year-old branches
出实率,flesh-fruit ratio
生长季修剪,summerly pruning
整形修剪,form pruning
生物质能源树种,bioenergy tree species
笋芽,shoot bud
鞭笋,rhizome shoot
母茎,mother stem
丛生藤,clump rattan
竹秆,bamboo culm
鞘鞭,flagellum
藤茎,rattan stem
扩鞭,extension of bamboo rhizome
起采茎长,minimum length of stem for harvesting
节间生长,intercalary growth
归化植物,alien
游憩林,recreative forest
人布植物,authropochore
季相景观,seasonal scenic change
行状配置,strip spacing
解放伐,liberation cutting
天然更新,natural regeneration
彩叶树种,color-leaved tree species
城市植被,urban vegetation
花粉过敏,pollinosis
疏伐强度,thinning intensity
森林美学,forest aesthetics
地表覆盖物,mulch
块状渐伐,group-shelterwood cutting
疏伐,thinning
湿地公园,wetland park
带状渐伐,strip-shelterwood cutting
极嫌城市植物,highly urbanphobe plant
上层疏伐,crown thinning
短截,short cutting
[树干]涂白,white brush
缩剪,cutting-back
翻树盘,tree base turning
小年竹林,off-year bamboo stand
顶花芽结果,top floral bud fruiting
盛花期,blooming stage
疏剪,thinning
春笋,spring shoot
混生竹,mixed bamboo
攀缘竹,climbing bamboo
立竹均匀度,evenness of culm distribution
盛果期,full fruiting stage
采收期,harvesting time
竹根,bamboo supporting root
二次花,second flowering
除萌,bud elimination
笋芽分化,differentiation of shoot bud
单果重,single fruit weight
钩梢,culm top cutting
冬笋,winter shoot
负载量,load
鞭芽,rhizome bud
垦覆,digging and turning soil
藤笋,rattan shoot
纸浆竹林,bamboo stands for pulp production
摇梢,shaking off the culm top
无茎藤,stemless rattan
跳鞭,jumping rhizome
秆柄,handle of bamboo culm
大径藤,large-diameter rattan
小径藤,small-diameter rattan
削山,ploughing
采收强度,harvest intensity
起始采收龄,first-harvest age
采收间隔期,harvest interval
苗木,seedling
嫩枝扦插,softwood cutting
植苗造林,seedling planting
截干苗,stem-cuttings
根蘖法,root sprouting
林木种子,tree seed
立地质量评价,site quality evaluation
复合农林业,agroforestry
造林,forestation
种子区,seed zone
间苗,culling
正三角形配置,equilateral triangle spacing
催芽,germination-breaking
种子品质,seed quality
造林设计,plantation design
全面整地,overall soil preparation
平作,flat culture
苗床育苗,seedbed seedling production
嫁接不亲和性,grafting incompatibility
造林密度,planting density
枝接,shoot grafting
带状整地,strip soil preparation
移植苗,transplanted seedling
种子引发,seed priming
造林成活率,survival rate
块状混交,mixture by group
苗木贮藏,seedling storage
多目标培育,multi-purpose silviculture
芽苗移植,geminated seed transplantation
接穗,scion
更新造林,reforestation
假植,heeling in
块状整地,spot soil preparation
低温贮藏,low temperature storage
主伐方式,system of cutting
人工更新,artificial regeneration
透光伐,cleaning
自然整枝,natural pruning
森林公园,forest park
森林抚育间伐,forest thinning
幼林抚育,tending after young plantation
保健植物,healthcare plant
径级择伐,diameter limit selection cutting
地质公园,geo-park
摘芽,bud removal
森林游憩机会谱,forest recreation opportunity spectrum
植源性污染,plant-caused pollution
拯救伐,salvage cutting
均匀渐伐,uniform shelterwood cutting
森林浴,forest bathing
预备伐,preparatory cutting
受光伐,light cutting
定量疏伐,quantitative thinning
降噪效应,noise reduction effect
残存自然群落,relict natural community
徒步游,hiking
小块状皆伐,clearcutting in patches
植物修复,phytoremediation
叶色转换期,leaf color translating period
刻芽,incision above but
竹鞭,bamboo rhizome
机械疏伐,mechanical thinning
高接换头,graft in top
新梢生长期,twig growth stage
退笋,degraded bamboo shoot
成枝力,shoot ability
鞭根,rhizome root
副梢,secondary lateral branch
侧花芽结果,side floral bud fruiting
节间长度,internode length
成竹率,percentage of bamboo culm forming
出仁率,kernel-fruit ratio
城市森林,urban forest
大年竹林,on-year bamboo stand
实生早果性,natural of precocity
环状剥皮,girdling
落果期,fruit drop stage
骨干枝,scaffold branch
秆壁厚,thickness of culm wall
拉枝,shoot pulling
材用竹林,bamboo stands for culm production
莲座期,rosette stage
笋用竹林,bamboo stands for edible shoot production
抽茎,stem forming
萌茎,branch stem
绿视率,green visual ratio
城市森林分类,urban forest classification
城市杂草群落,urban weed community
营林机械系统,silviculture machine system
球果采摘机,cone picking machine
球果干燥机,cone kiln
营林机械,silviculture machinery
球果脱粒机,seed extractor
挖根犁,root plow
推树机,tree dozer
增力式索道,added-force cable system
挂接式草坪打孔通气机,tractor mounted aerator
间断开沟植树机,intermittent furrow planter
连续开沟植树机,continuous furrow planter
苗木移植机,seedling transplanter
更新松土机,reforestation scarifier
刷式道路清扫机,road sweeper
切根机,root cutter
选材,log sorting
薪材,firewood
解索,unchoke
架空索道,skyline
缆索起重机,cable crane
苗圃机械,nursery machinery
直升机灭火装置,helitanker
重力索道,gravity skyline system
草坪手工打孔器,lawn aerator
木材生产,timber production
外部缺陷,surface defect
长级,length class
坑木,pit prop
河绠,boom
桅杆材,mast timber
卸车造材台,unloading and bucking deck
木捆排运,bundle rafting
流送渠道,floating canal
流送河道,floating channel
木材卸车,timber unloading
造材原则,bucking rule
檩材,purlin
径级,diameter class
木材陆运,log road transportation
雪茄排,cigar-shaped raft
起脊装车法,ridging loading method
原条捆,tree-length bundle
木排拖轮,tug boat
木捆排,bundle raft
横河绠,transverse boom
内部缺陷,inner defect
木质生物量,woody biomass
年生长量,annual growth
空中集材,aerial logging
林一二级公路,primary forest road
装车场,landing
采伐限额,cutting limit
合排,joining rafts
伐前清林,brush-out
全生物量采伐,biomass harvesting
展线系数,coefficient of line development
效益造材,bucking to market
林道间距,forest road spacing
林三四级公路,secondary forest road
河流缓冲带,streamside management zone
原木集材,log-length logging
伐木倒向,felling direction
边材劈裂,splitting
挂耳,side notching
水上作业场,boomage
主采运道路,primary logging road
伐木,felling
路面排水沟,cross-ditch
原木生产,cut-to-length system
自装集材拖拉机,self-loading skidder
森林采伐联合机,harvester
电动链锯,electric powered chain saw
拖拉机挂接式草坪修边机,tractor mounted edge trimmer
伐木–打枝–造材–归堆机,feller-de-limber-bucker-buncher
采伐剩余物利用机械,slash utilization machinery
伐木斧,felling axe
松紧式索道,slack line system
