中文,英文
冰冻等时线,isopectrics
沉降流,downwelling
沉降物,fallout
典型相关,canonical correlation
冻雨,freezing rain
对流性降水,convective precipitation
寒露风,low temperature damage in autumn
大气离子,atmospheric ion
锋区,frontal zone
烟囱排放物,stack effluent
烟囱有效高度,effective stack height
氧化反应,oxidizing reaction
氧化剂,oxidant
一般气候站,ordinary climatological station
移动性反气旋,traveling anticyclone
移动性气旋,traveling cyclone
以太网,Ethernet
应用气候学,applied climatology
应用气象学,applied meteorology
主观分析,subjective analysis
[波]谱分析,spectral analysis
[人为]荒漠化，[人为]沙漠化,desertification
参数模式,parametric model
层结大气,stratified atmosphere
层结流体,stratified fluid
地方性风,local wind
地图集,atlas
电测温度表,electrical thermometer
盾状云,shield cloud
闷热[度],sultriness
能[量],energy
齐性,homogeneity
湿雾,wet fog
水域,watershed
自转,rotation
地方视时,local apparent time
共面扫描,coplane scanning
固有频率,natural frequency
光学粒子探测器,optical particle probe
气旋性切变,cyclonic shear
标度,scale
层,level
分裂法,splitting method
海风,sea breeze
虹,rainbow
洪水,"flooding, inundation"
冷冠,cold cap
连续性,continuity
南寒带,south frigid zone
暖雨,warm rain
强热带风暴,severe tropical storm
切变项,shear term
热能,thermal energy
人类生态学,anthropecology
水分收支,water budget
张弛法,relaxation method
质点,particle
副热带,"subtropics, subtropical zone"
权函数,weighting function
天气,weather
烟,smoke
概率论,probability theory
孤立波,solitary wave
缓冲作用,buffering
气雾,aerial fog
沙霾,sand haze
水跃,hydraulic jump
盐度,salinity
遥相关,teleconnection
雨,rain
云顶,cloud top
枝状雪晶,dendritic snow crystal
转杯风速表,cup anemometer
带,band
离子迁移率,ion mobility
模块,module
日华,solar corona
水汽学,atmology
四季 季节,season
提示预报,advisory forecast
复相关,multiple correlation
机械湍流,mechanical turbulence
日晷,sundial
同质性,homogeneity
统计,statistics
统计动力模式,"statistical dynamic model, SDM"
统计气候,statistical climate
统计气候学,statistical climatology
透光高层云,"altostratus translucidus, As tr"
透光高积云,"altocumulus translucidus, Ac tr"
透射比,transmittance
透射函数,transmission function
图像处理,image processing
图像分辨率,"imagery resolution, image resolution"
图像压缩,image compression
土壤-植物-大气系统,soil-plant-atmosphere continuum
尾流湍流,wake turbulence
尾云,tail cloud
纬向波数,zonal wavenumber
卫星红外分光仪,satellite infrared spectrometer
卫星气候学,satellite climatology
温跃层  斜温［性］,thermocline
稳定边界层,"stable boundary layer, SBL"
稳定波,stable wave
稳定度指数,index of stability
涡度平流,vorticity advection
涡度通量,vorticity flux
物理气候学,physical climatology
物理气象[学],physical meteorology
系留气球,captive balloon
细胞状云型,cellular cloud pattern
下坡风,"downslope wind, katabatic wind"
霰,graupel
相干谱,coherence spectrum
小气候热岛,microclimatic heat island
小气候因子,microclimatic factor
小型计算机,minicomputer
小最宜气候期,Little Climatic Optimum
协调世界时,"universal time coordination, UTC"
协方差,covariance
斜压不稳定,baroclinic instability
斜压大气,baroclinic atmosphere
斜压过程,baroclinic process
斜压扰动,baroclinic disturbance
行波,traveling wave
旋转辐散,cyclostrophic divergence
选择吸附,selective adsorption
雪线,snow line
旬平均,ten day average
循环,recursion
压高公式,barometric height formula
氧化亚氮,nitrous oxide
样本量,sample size
样条插值,spline interpolaion
遥测温度表,telemetering thermometer
遥测温度计,distance thermometer
遥测雨量计,distance rainfall recorder
业务预报,operational forecast
移动,migration
应用水文学,applied hydrology
涌潮,tidal bore
有限区模式,"limited area model, LAM"
有限区域细网格模式,"limited area fine mesh model, LFM"
预处理，前处理,preprocessing
预约机场天气报告,appointed adrome weather report
原始误差,original error
原始资料,primary data
迭代,iteration
原则,principle
圆锥辐射表,cone radiometer
月际变率,inter-monthly variability
月晕,lunar halo
月总量,monthly amount
越赤道气流,cross-equatorial flow
云层,cloud layer
云［层］分析,nephanalysis
云场,cloud field
云滴采样器,cloud particle sampler
云滴谱,cloud drop size spectrum
云滴谱仪,cloud droplet collector
云顶高度,cloud top height
云顶温度,cloud top temperature
云高表,nephohypsometer
云高测定法,ceilometry
云图集,cloud atlas
灾害性天气,disastrous weather
折射系数,refraction coefficient
折射指数，折射率,refractive index
重离子,heavy ion
诊断［分析］,diagnosis
M-J振荡,Madden-Julian oscillation
振荡,oscillation
振幅相关函数,amplitude correlaton function
正交线,orthogonal lines
直接辐射,direct radiation
直接辐射表,pyrheliometer
直接环流,direct circulation
直接日射测量学,pyrheliometry
直视测云器,direct vision nephoscope
空间,space
历史气候记录,historical climatic record
厉风,severe gale
粒雪,neve
连续波雷达,"continuous wave radar, CW radar"
热,heat
斯托克斯公式,Stokes formula
湍流,turbulence
湍流K理论,K-theory of turbulence
湍流通量,turbulent flux
外插，外推,extrapolation
液态含水量,"liquid water content, LWC"
原生大气,primordial atmosphere
地下冰,underground ice
地下水,underground water
地形雨量,orographic rainfall
第四季冰期,Quaternary Ice Age
二氧化碳,carbon dioxide
反射能力,reflecting power
光行差,aberration
暖脊,warm ridge
暖季,warm season
片冰,sheet ice
生物量,biomass
吸收截面,absorption cross section
斜槽,tilted trough
雪晶,snow crystal
雪量,snowfall
冰隙,polynya
波高,wave height
波系,wave system
波形,waveform
地球,earth
地下水,underground water
地下水面,water table
地形雨量,orographic rainfall
多元分析,multivariate analysis
分子散射,molecular scattering
高原冰川,plateau glacier
耕作期,ploughing season
共振槽,resonance trough
孤立波,solitary wave
[太阳]黑子，日斑,sunspot
[太阳]黑子循环,sunspot cycle
[太阳]黑子周期,sunspot period
高指数,high index
亥姆霍兹波,Helmholtz wave
t检验,t test
裸地,bare soil
切变项,shear term
绕极西风带,circumpolar westerlies
天气报告,weather report
外波,external wave
外力,external force
污染物排放,pollutant emission
吸收,assimilation
烟灰云,ash cloud
绝热上升,adiabatic ascending
临近预报,"nowcasting, nowcast"
临近预报系统,"weather integration and nowcasting system, WINS"
灵敏度，敏感度,sensitivity
零度等温线,zero isotherm
零阶闭合,zero-order closure
绿洲效应,oasis effect
氯氟甲烷,chlorofluoromethane
脉冲长度,pulse length
脉冲回应,impulse response
梅雨锋,Meiyu front
米兰科维奇太阳辐射曲线,Milankovitch solar radiation curve
米兰科维奇振荡,Milankovitch oscillations
模糊［性］理论,fuzzy theory
模拟,"simulation, modeling"
模拟法，类比法,analog method
南大洋中层水,Antarctic Intermediate Water
雹雨分离器,hail-rain separator
南亚高压,South Asia high
南支急流,southern branch jet stream
能见度,visibility
能见度表,"visiometer, visibility meter"
能见度目标,visibility marker
年际变率,interannual variability
年轮密度测定[仪],ring densitometry
凝结效率,condensation efficiency
牛顿冷却,Newtonian cooling
牛顿应力公式,Newton stress formula
暖低压,warm low
暖云,warm cloud
诺阿卫星,NOAA Satellite
欧拉拉格朗日方程,Euler-Lagrange equation
欧拉相关,Eulerian correlation
欧洲中期天气预报中心,"European Center for Medium-range Weather Forecasts, ECMWF"
耦合系统,coupled system
蒲福风级,Beaufort wind scale
气候,climate
[冰]雹云,hail cloud
冰川,glacier
地图比例尺,map scale
点涡,point vortex
覆盖,cover
高压坝,high pressure barrier
谷风,valley breeze
海洋热量输送,ocean heat transport
缓冲带,buffer zone
积雪,snow cover
绝热增温,adiabatic heating
米兰科维奇假说,Milankovitch hypothesis
球面网格,spherical net
球面谐波,spherical harmonic wave
生物学最低温度,biological minimum temperature
生物循环,biocycle
阵雨,shower
降水时段,precipitation duration
球载激光雷达,balloon borne laser radar
区域标准气压表,regional standard barometer
冰柱,ice pillar
大气簇射,air shower
分布,distribution
内波,internal wave
适航天气,weather above minimum
太阳风,solar wind
维[数],dimension
紫外线表,UV dosimeter
变动,fluctuation
波活动性,wave activity
高压脊,ridge
共振,resonance
极,pole
平衡,equilibrium
平流雾,advection fog
F区,F region
区域气候,regional climate
太阳日,solar day
物候学,phenology
遥测光度计,telephotometer
置信区间,confidence interval
激光雷达,lidar
冷云,cold cloud
热带云区,"intertropical cloud zone, ITCZ"
探测,sounding
辐射图,radiation chart
辐射雾,radiation fog
理论气候学,climatonomy
粒［状］雪,corn snow
连锁反应,chain reaction
连续方程,continuity equation
连续函数,continuous function
量热法,calorimetry
量雪尺,"snow depth scale, snow scale"
疗养气候,convalescent climate
列联表,contingency table
列线图,nomogram
气动曳力,aerodynamic drag
天气尺度,synoptic scale
湍流半经验理论,semi-empirical theory of turbulence
湍流惯性次区,turbulent inertial subrange
湍流脉动,turbulent fluctuation
外［逸］层,exosphere
臭氧洞,ozone hole
初估值,first guess
大雪,heavy snow
大雨,heavy rain
大雨期,great pluvial
地冕,geocorona
地下水面,water table
地形雨,orographic rain
二氧化硫,sulfur dioxide
平面波,plane wave
剖面，截面,cross-section
日[地]距,solar distance
深水波,deep-water wave
生物冰核,biogenic ice nucleus
生物去污染,biological depollution
生物圈,"biosphere, vivosphere"
永久雪线,firn line
雨区,rain area
原生空气,primary air
原生污染物,primary pollutant
原始林,virgin forest
热风,hot wind
雹飑,hail squall
冰川边缘,periglacial
冰川波动,glacial fluctuation
持久性,durability
持续时间,duration
持续性,persistence
持续性趋势,persistence tendency
臭氧,ozone
臭氧测定仪,ozonograph
臭氧层,ozonosphere
次季节振荡,subseasonal oscillation
次生气旋,secondary cyclone
次生污染物,secondary pollutant
次声[波],infrasonic [wave]
次梯度风,subgradient wind
大气效应,atmospheric effect
地面拖曳,surface drag
三点法,three point method
碳循环,carbon cycle
信息论,information theory
旋转雷诺数,rotating Reynolds number
主动遥感技术,active remote sensing technique
地图投影,map projection
地温,ground temperature
地温表,geothermometer
地物回波,ground echo
地形槽,topographic trough
飞机尾迹,aircraft trail
非周期信号,aperiodic signal
共谱,cospectrum
钩卷云,"cirrus uncinus, Ci unc"
钩状回波,hook-shaped echo
观测时间,time of observation
观测误差,observational error
惯性,inertia
光化氧化剂,photochemical oxidant
寒潮爆发,cold outburst
寒冷气候适应,cold acclimatization
旱年，干年,dry year
旱灾,drought damage
行波,traveling wave
降水逆减,precipitation inversion
绝热图,adiabatic diagram
空气资源,air resources
雷达等效反射率因子,radar equivalent reflectivity factor
雷达反射率,radar reflectivity
随机,random
雷达回波,radar echo
冷锋切变,cold front shear
冷锋云带,cold front cloud band
冷锋云系,cold front cloud system
连续性降水,continuous precipitation
临界层,critical layer
临界光长,critical day length
临界雷诺数,critical Reynolds number
描述性气候学,descriptive climatology
能量串级,energy cascade
能量平衡模式,"energy balance model, EBM"
浓积云,"cumulus congestus, Cu con"
浓湿雾,garua
暖[海]流,warm current
暖低压,warm low
欧拉拉格朗日[微分]方程,Euler-Lagrange differential equation
频率响应,frequency response
频数,frequency
平衡过程,equilibration
平衡时间,equilibration time
平滑,smoothing
平流层臭氧,stratospheric ozone
切比雪夫多项式,Chebyshev polynomial
切变波,shear wave
人类生物气象学,human biometeorology
生物气候学,bioclimatology
生物气象学,biometeorology
生物圈反照率反馈,biosphere-albedo feedback
手摇温度表,sling thermometer
守恒，保守,conservation
水导[式]雨量计,electrical conductivity raingauge
水滴破碎理论,breaking drop theory
水分平衡,water balance
水分循环系数,water circulation coefficient
水温表,water thermometer
太阴潮,lunar tide
太阴大气潮,lunar atmospheric tide
太阴年,lunar year
特殊函数,special function
天气展望,weather outlook
天气侦察[飞行],weather reconnaissance [flight]
湍流热通量,turbulent heat flux
湍流通量,turbulent flux
湍流统计理论,turbulent statistical theory
先验估计,a priori estimate
悬浮尘埃,suspended dust
雪林气候,snow forest climate
夜间急流,nocturnal jet
夜气辉,permanent aurora
重叠原理,principle of super-position
珠母云,nacreous clouds
珠状闪电,"beaded lightning, pearl lightning"
最佳滤波器,optimum filter
最佳气候,optimum climate
阿留申海流,Aleutian current
月食,lunar eclipse
主锋,principal front
比例尺,scale
表面通量,surface flux
冰后期,postglacial period
冰化［作用］,glaciation
冰间水道,lead
冰冷风,ice wind
波长,wave length
波导,wave guide
波动,wave motion
差分法,difference method
差分方程,difference equation
超渗雨量,rainfall excess
超声测风仪,ultrasonic anemometer
次网格[尺度]参数化,sub grid scale parameterization
粗糙层,roughness layer
大气湍流,atmospheric turbulence
［大气］稳定度,［atmospheric］ stability
大气涡旋,atmospheric vortex
底图,base map
地方性降水,local precipitation
［地球］反射太阳辐射,reflected global ［solar］ radiation
地温表,geothermometer
地物回波,ground echo
多次散射,multiple scattering
多雨气候,rainy climate
多元大气,polytropic atmosphere
风浪等级,sea scale
锋消,frontolysis
高度表拨定［值］,altimeter setting
高状高积云,"altocumulus stratiformis, Ac str"
缟状云,"vel, velum"
格林尼治平时,"Greenwich mean time, GMT"
格林尼治子午线,Greenwich meridian
隔年冰,second year ice
个例研究,case study
海洋生态学,marine ecology
航空气候学,aviation climatology
航空气候志,aeronautical climatography
弧光放电,arc discharge
混沌吸引子,chaotic attractor
混合层,mixing layer
火山雷鸣,volcanic thunder
解冻指数,thawing index
厄尔尼诺,El Nino
恶劣天气,severe weather
鄂霍次克海高压,Okhotsk high
二氧化碳-温室反馈,carbon dioxide greenhouse feedback
反厄尔尼诺,anti El Nino
反射系数,reflection coefficient
反射因子,reflectivity factor
反射因子分贝,"decibel reflectivity factor, dBz"
飞行天气实况,actual flying weather
飞行员气象报告,pilot meteorological report
飞机积冰,aircraft icing
飞机气象探测,airplane meteorological sounding
飞机探测,aircraft sounding
飞机天气侦查,aircraft weather reconnaissance
飞机尾流,aircraft wake
非均匀的，异质的，多相的,heterogeneous
非均匀性,inhomogeneity
非线性波,nonlinear wave
非线性不稳定,nonlinear instability
非相干回波,incoherent echo
非周期流,aperiodic flow
分辨能力,resolution power
分布函数,distribution function
分岔,bifurcation
分光计，分光仪,spectrometer
分歧理论,bifurcation theory
分区云图,sectorized cloud picture
风暴中心,storm center
风场,wind field
风场评价,wind site assessment
风成雪波,wind ripple
风洞,wind tunnel
风矢量,wind vector
风速,wind speed
风速测定法,anemometry
风速对数廓线,logarithmic velocity profile
锋面逆温,frontal inversion
辐射冷却,radiation cooling
辐射率,radiance
辐射能,radiance energy
辐射逆温,radiation inversion
辐射平衡,radiation balance
辐射气候,radiation climate
辐射热交换,radiative heat exchange
负变压中心,katallobaric center
负反馈,negative feedback
复合,recombination
复卷云,"cirrus duplicatus, Ci du"
复相关系数,"coefficient of multiple correlation, multiple correlation coefficient"
复杂[黑子]群,complex group
复杂气象飞行，恶劣天气飞行,overweather flight
复折射率,complex index of refraction
副极地冰川,subpolar glacier
副极地低压,subpolar low
概率模式,probability model
概率评分,probability score
高压脊,ridge
高压楔,wedge
高原季风,plateau monsoon
各向同性,isotropy
谷风环流,valley wind circulation
固有频率,natural frequency
固有振动,proper vibration
惯性波,inertial wave
惯性振荡,inertial oscillation
惯性重力波,inertia gravity wave
光测高温表,ardometer
光化学,photochemistry
光化学反应,photochemical reaction
光化学平衡,photochemical equilibrium
光化学污染,photochemical pollution
光化学污染物,photochemical pollutant
光化烟雾,photochemical smog
光解,photodissociation
光谱湿度表,spectral hygrometer
光学厚度,optical depth
光照[射]量,light exposure
光照阶段,photophase
光照强度,light intensity
光照长度,illumination length
国际减灾十年计划,"International Decade for Natural Disaster Reduction, IDNDR"
国际科学联盟理事会,"International Council of Scientific Unions, ICSU"
过冷却雾,supercooled fog
过冷云滴,supercooled cloud droplet
过量反射,over reflection
海绵边界条件,spongy boundary condition
海面温度,"sea surface temperature, SST"
海气边界过程,air-sea boundary process
海气界面,air-sea interface
海气耦合模式,air-sea coupled model
海气相互作用,"air-sea interaction, ASI"
海湾冰,bay ice
海雾,sea fog
海啸,seismic sea wave
海洋空气,"ocean air, marine air"
海洋生态系统,marine ecosystem
海洋生态学,marine ecology
含水量,"liquid water content, LWC"
行波管,traveling wave tube
宏观黏滞度,macroviscosity
虹吸[式]雨量计,siphon rainfall recorder
洪涝灾害,flood waterlogging damage
洪流，激流,torrent
后处理,post processing
后向散射激光雷达,backscattering lidar
后向散射截面,backscattering cross section
后向散射系数,backscattering coefficient
降雨区,rainfall area
后向散射消光比,backscatter to extinction ratio
厚度图,thickness chart
候,pentad
弧光放电,arc discharge
弧状云,arc cloud
湖风[锋],lake breeze [front]
华北锢囚锋,North China occluded front
化合反应,combination
化石冰，埋藏冰,fossil ice
化学平衡,chemical equilibrium
化学势,chemical potential
化学荧光[臭氧]探空仪,chemiluminescent sonde
化学荧光臭氧分析仪,chemiluminescent ozone analyzer
环境,environment
环境大气,ambient atmosphere
环境气象学,environmental meteorology
环境容量,environment capacity
环境污染负荷,ambient pollution burden
环流,circulation
环流定理,circulation theorem
环流指数,circulation index
幻日环,parhelic circle
幻月环,paraselenic circle
活动积温,active accumulated temperature
活动极光,active aurora
机场危险天气警报,aerodrome hazardous weather warning
机场最低气象条件,aerodrome meteorological minima
机载侧视雷达,"side looking airborne radar, SLAR"
机载辐射温度仪,"airborne radiation thermometer, ART"
机载光谱仪,airborne spectrometer
经纬仪,theodolite
残差,residual
层积云,"stratocumulus, Sc"
层结,stratification
层状回波,"layered echo, stratified echoes"
层状云,stratiform cloud
叉状闪电,forked lightning
插值法,interpolation
查普曼理论,Chapman theory
差动弹道风,differential ballistic wind
差动平流,differential advection
差额,balance
差分法,difference method
差分方程,difference equation
差分格式,"difference scheme, space difference scheme"
超梯度风,supergradient wind
超长波,ultra-long wave
超长期[天气]预报,extra long-range [weather] forecast
尘幔,dust veil
尘雾,dust fog
尘旋,dust whirl
沉积速度,deposition velocity
沉积物，沉淀物,sediment
沉降,sedimentation
称雪器,weighting snow-gauge
成层高积云,"altocumulus stratiformis, Ac str"
成层卷积云,"cirrocumulus stratiformis, Cc str"
成层状层积云,"stratocumulus stratiformis, Sc str"
成核温阈,nucleation threshold
城市化效应,urbanization [effect]
城市环境污染,urban environmental pollution
城市空气污染,urban air pollution
冲并效率,collection efficiency
冲涤,rainout
臭氧层顶,ozonopause
臭氧分布,ozone distribution
初始方程,"primitive equation, PE"
磁扰,magnetic disturbance
次地转风,subgeostrophic wind
次季节时间尺度,subseasonal time scale
达因测风仪,Dines anemometer
大风警报,gale warning
大陆漂移,continental drift
大陆气团,continental air mass
大气层结，大气分层,atmospheric stratification
大气潮,atmospheric tide
大气电导率,air conductivity
大气电学,atmospheric electricity
大气动力学,atmospheric dynamics
大气离子,atmospheric ion
大气密度,atmospheric density
大气模式,atmospheric model
大气能量学,atmospheric energrtics
大气逆辐射,atmospheric counter radiation
大气热机,atmospheric engine
大圆路径,great-circle course
带状回波,banded echo
单侧差分,one sided difference
单峰分布,unimodal distribution
单色辐射,monochromatic radiation
单体风暴,single-cell storm
单体回波,cell echo
单通滤波[器],unitary filter
等变压风,isallobaric wind
等变压线,isallobar
等冰期线,isopag
低温,microtherm
地方性降水,local precipitation
地方性天气,local weather
地基观测,ground-based observation
地理信息系统,"geographic information system, GIS"
地理学,geography
地貌学,geomorphology
地面[天气]图,"surface weather chart, surface chart"
地面边界条件,surface boundary condition
地平经圈,vertical circle
地平线,skyline
地气系统反照率,albedo of the earth atmosphere system
地球辐射收支卫星,earth radiation budget satellite
地图[放大]因子,map factor
地形等压线,topographic isobar
地形低压,orographic depression
地形锢囚锋,orographic occluded front
地形气候学,topoclimatology
地形强迫效应,topographic forcing [effect]
地形小气候,contour microclimate
地形雪线,orographic snowline
地云闪电,ground-to-cloud discharge
地质气候,geological climate
地中海季风,Etesians
地中海气候,Mediterranean climate
地中海型气候,"Etesian climate, climate of Mediterranean type"
第四纪,Quaternary Period
第四纪气候,Quaternary climate
第四纪气候记录,Quaternary climate record
第一型冷锋,type I cold front
典范矩阵,canonical matrix
典型相关分析,canonical correlation analysis
点聚图,scatter diagram
电测湿度表,electrical hygrometer
电接[式]风速表,contact anemometer
电码段,code section
电容放电式风速表,condenser discharge anemometer
电晕放电,corona discharge
电子伏特,"electron volt, eV"
吊桶水温,bucket temperature
吊桶水温表,bucket thermometer
东北季风,northeast monsoon
东风波,easterly wave
东风带,"easterly zone, easterly belt"
东风急流,easterly jet
东南大风,southeaster
冬季风,winter monsoon
短期[天气]预报,short-range [weather] forecast
对流[性]不稳定,convective instability
对流边界层,"convective boundary layer, CBL"
对流参数化,convective parameterization
对流层折射,tropospheric refraction
对流层中层气旋,midtropospheric cyclone
对流尺度,convective scale
对流调整,convective adjustment
对流稳定性,convective stability
对应分析,correspondence analysis
对照区，对比区,control area
多层模式,multi level model
摩擦层,friction layer
摩擦风,antitriptic wind
摩擦辐合,frictional convergence
摩尔,mole
莫宁-奥布霍夫相似理论,Monin-Obukhov similarity theory
莫宁-奥布霍夫长度,Monin-Obukhov length
目标函数,objective function
南寒风,southernly buster
南回归线,"south tropic, Tropic of Capricorn"
南极臭氧洞,antarctic ozone hole
南极反气旋,antarctic anticyclone
南极锋,antarctic front
内积,inner product
内摩擦[力],internal friction [force]
农业气候图集,agroclimatic atlas
农业气候相似,agroclimatic analogy
农业气象灾害,agrometeorological hazards
暖锋,warm front
暖锋型切变,warm front type shear
暖性反气旋,warm anticyclone
暖性锢囚,warm occlusion
暖性锢囚锋,warm occluded front
暖性气旋,warm cyclone
暖云,warm cloud
诺阿,"National Oceanic and Atmospheric Administration, NOAA"
欧拉后差格式,Euler backward scheme
喷焰,bright eruption
片状闪电,sheet lightning
漂浮式蒸发皿,floating pan
频率时间分析,frequency time analysis
平流层爆发[性]增温,stratospheric sudden warming
平流层顶,stratopause
平流层气溶胶,stratospheric aerosol
平流层气溶胶和气体实验,"Stratospheric Aerosol and Gas Experiment, SAGE"
平流性雷暴,advective thunderstorm
坡度流,slope current
剖面图,cross section diagram
奇怪吸引子,strange attractor
起转,spinup
起转过程,spinup process
起转时间,spinup time
气候策略,climatological strategy
气候持续性,climatic persistency
气候反馈机制,climatic feedback mechanism
气候风险,climatic risk
气候风险分析,climatic risk analysis
气候锋,climatological front
气候改良,climatic amelioration
气候可递性,climatic transitivity
气候控制[因子],climatic control
气候控制室，生物气候室,biotron
气候疗法,climatic treatment
气候适应能力,weather resistance
气候舒适[度],climate comfort
气候学,climatology
气候异常，气候距平,climatic anomaly
气候因子,climatic factor
气候应力荷载,climatic stress load
气候预报,climatic forecast
气候预测,climatic prediction
气候噪声,climate noise
气候治疗[学],climatotherapy
气候重建,climate reconstruction
气候状态矢量,climate state vector
气候资料,climatic data
气候总体,climatic ensemble
气块温度递减率,lapse rate
气流,air current
气球测风,pibal
气团辨认,air-mass identification
气团分类,air-mass classification
气团分析,air-mass analysis
气团气候学,air-mass climatology
气温,air temperature
气温直减率,temperature lapse rate
气象飞机,meteorological air plane
气象学,meteorology
气象谚语,meteorological proverb
气象要素,meteorological element
气旋波,cyclone wave
气旋消散,cyclolysis
气旋性环流,cyclonic circulation
气旋性切变,cyclonic shear
气旋性曲率,cyclonic curvature
气压系统,pressure system
潜热,latent heat
潜在不稳定,latent instability
潜在蒸发,potential evaporation
潜在蒸散,potential evapotranspiration
浅对流,shallow convection
浅水波,shallow water wave
浅水模式,shallow water model
腔体绝对日射表,cavity pyrheliometer
强[环境]风暴和中尺度试验,"Severe Environmental Storms and Mesoscale Experiment, SESAME"
强线近似,strong line approximation
跷跷板结构,seesaw structure
乔唐日照计,Jorden sunshine recorder
切变重力波,shear-gravity wave
切断低压,cut-off low
切断高压,cut-off high
切空风切变,"low level wind shear, LLWS"
切向加速度,tangential acceleration
亲潮,Oyashio
青藏低槽,Qinghai-Xizang trough
青藏高压,Qinghai-Xizang Plateau high
青藏高原季风,Qinghai-Xizang Plateau monsoon
轻浪(风浪二级),slight sea
轻离子,light ion
轻雾,"thin fog, mist"
倾向方程,tendency equation
球面谐波分析,spherical harmonic analysis
热成风引导,thermal wind steering
热赤道,heat equator
热带雨林气候,tropical rainforest climate
热辐射计,bolograph
热辐射仪,bolometer
草原,steppe
热辐射仪自记曲线,bologram
热功当量,mechanical equivalent of heat
热雷雨,thermal thunderstorm rain
热力层结,thermal stratification
热力粗糙度,thermal roughness
热力高压,thermal high
热力学温标,thermodynamic scale of temperature
热量计，卡计,calorimeter
热量平衡,heat balance
热气旋生成,thermocyclogenesis
热源,heat source
热值,calorific value
人工成核作用,artificial nucleation
人工降水,artificial precipitation
人类生物气候学,human bioclimatology
日华,solar corona
弱阻尼系统,underdamped system
赛德尔迭代法,Seidel iteration method
三点法,three point method
三氟氯甲烷,Trichlorofluoromethane
三级气候站,third order climatological station
三角截断,triangular truncation
山帽云,cap cloud
上滑冷锋,overrunning cold front
上坡风,anabatic wind
上升气流,upward flow
上升曲线,ascent curve
上游效应,upstream effect
少云,partly cloudy
舍入误差,"roundoff error, rounding error"
摄氏温标,Celsius temperature scale
深海环境,bathyal environment
生态气候学,"ecological climatology, ecoclimatology"
生态学,ecology
生物地理学,biogeography
生物学定年法,biological dating method
生物学零度,biological zero point
生物质燃烧,biomass burning
声能通量,sound energy flux
声闪烁,acoustical scintillation
声学,acoustics
湿季,wet season
湿静力能,wet static energy
湿绝热过程,moist adiabatic process
湿绝热线,moist adiabat
十亿分率,"parts per billion, ppb"
湿绝热直减率,moist adiabatic lapse rate
湿空气,moist air
湿生长,wet growth
湿斜压不稳定,moist baroclinic instability
湿指数,wet index
十亿分体积比,"parts per billion by volume, ppbv"
时变系统,time varying system
时差,equation of time
时间平滑,time smoothing
时间平均,time average
时间平均[气]流,time mean flow
时间平均模式,time average model
时间剖面图,time [cross] section
时间起伏,temporal fluctuation
时间推移,time lapse
时间相干,temporal coherence
时间相关,time correlation
时间相关函数,temporal correlation function
矢量分析,vector analysis
矢量风标,vector vane
视场,"field of view, FOV"
视程表,videometer
视程计,videograph
视程指数，能见度指数,visibility index
适应时间,adjustment time
手持风速表,hand anemometer
手摇干湿表,sling psychrometer
守恒方程,conservation equation
守恒格式,conservation scheme
数据库,data base
数理气候,mathematical climate
数理统计[学],mathematical statistics
数量级,order of magnitude
数学模拟,mathematical simulation
数值天气预报,"numerical weather prediction, NWP"
双站激光雷达,bistatic lidar
水槽理论,canal theory
水面饱和水汽压,saturation vapor pressure with respect to water
水汽廓线,water vapor profile
水文地理学,hydrography
水文气象预报,hydrometeorological forecast
水云,water cloud
水灾,flood catastrophe
斯托克斯数,Stokes number
算术平均,arithmetic mean
太阳辐射衰减,attenuation of solar radiation
太阳耀斑扰动,solar flare disturbance
太阳质子监测仪,solar proton monitor
泰罗斯-N卫星,TIROS-N
探空测风仪综合探测,rawinsonde observation
探空气球,sounding balloon
套网格模式,"nested grid model, NGM"
特性层,significant level
特征高度,characteristic height
特征根,characteristic root
特征函数,characteristic function
特征量,characteristic quantity
特征曲线,characteristic curve
天顶雨,zenith rain
天极,celestial pole
天空辐射,sky radiation
天气历史顺序,sequence of weather
天气气候学,synoptic climatology
天气实况演变图,meteorogram
积分变换,integral transform
积聚态,accumulation mode
积温,accumulated temperature
积温曲线,accumulated temperature curve
积雪线,snow cover line
积雨云,"cumulonimbus, Cb"
降雨侵蚀,rainfall erosion
交换系数,austausch coefficient
金属丝撒播,chaff seeding
近地层,surface layer
禁航天气,weather below minimum
经纬度网格,spherical grid
经线，子午线,meridian
静力检查,hydrostatic check
局地气候,local climate
聚类分析,cluster analysis
卷层云,"cirrostratus, Cs"
卷出,detrainment
卷积云,"cirrocumulus, Cc"
卷云,"cirrus, Ci"
绝热尾迹,adiabatic trail
绝热下沉,adiabatic sinking
绝热相当温度,adiabatic equivalent temperature
绝热直减率,adiabatic lapse rate
卡门常数,Karman constant
卡门湍流相似理论,Karman turbulent similarity theory
卡门涡街,Karman vortex street
柯朗-弗里德里希斯-列维条件,Courant-Friedrichs-Lewy condition
柯梯斯-歌德森近似,Curtis-Godson approximation
柯西中值定理,Cauchy mean value theorem
科尔莫戈罗夫相似假说,Kolmogorov similarity hypothesis
科里奥利参数，科氏力加速度,Coriolis parameter
科里奥利加速度,Coriolis acceleration
科里奥利力，科氏力,Coriolis force
科纳气旋,kona cyclone
扩散湿度表,diffusion hygrometer
扩散云室,diffusion chamber
雷达反射率因子,radar reflectivity factor
雷达回波相关跟踪法,"tracking radar echoes by correlation, TREC"
