中文,英文
允许日摄入量,acceptable daily intake
载畜量,stocking capacity
压力势,pressure potential
灾变说 灾变论,catastrophe theory
杂种带,hybrid zone
压条,layerage
压缩假说,compression hypothesis
藻华 水华,phytoplankton bloom
再迁入,remigration
再利用,reuse
准平原,peneplain
杂草,weed
择伐,selective cutting
杂种,hybrid
转基因生物,transgenic organism
亚成体 次成体,subadult
杂合度,heterozygosity
月生殖周期,lunar reproductive cycle
噪声污染,noise pollution
藻被生态系统,algal mat ecosystem
杂交界限群 能配群,comparium
亚北极带,subarctic zone
吸光测定法,absorptiometry
蒸散,evapotranspiration
物种组合,species combination
支柱气根,propaerial root
稀疏群落,open community
折棒模型 断棍模型,broken-stick model
折棒分布 断棍分布,broken-stick distribution
直接法,direct method
植被剖面图,vegetation profile chart
整体管理,holistic management
汁食性者 吸汁液者,sap feeder
植被制图,mapping of vegetation
物种周转,species turnover
稀释法,dilution method
吸附[作用]过程,adsorption process
针叶灌木群落,conifruticeta
稀疏,rarefaction
特化种,specialized species
营养生长期,vegetative period
碳贸易,carbon trade
营养动态,trophic dynamic
体外,in vitro
营养卵,trophic egg
游泳水漂生物,nektopleuston
营养级联,trophic cascade
特殊环境学,ectology
特定年龄存活率,age-specific survival rate
天然纪念物,natural monument
体温调节,thermoregulation
优势等级,dominance hierarchy
微生物环,microbial loop
酸雨,acid rain
索饵洄游,feeding migration
他感化学物质 他感素,allelochemics
苔藓植物,bryophyte　
同生群分析,cohort analysis
稀有种,rare species
同化/呼吸量比,assimilation/respiration ratio
随机交配,random mating
调节,regulation
胎仔数,litter size
饲料作物,forage crop
太平洋两岸分布,amphi-Pacific distribution
填闲作物,catch crop
习性,habit
酸性指示植物,acidophilous indicator plant
天然林,natural forest
搜寻印象,search image
阳生植物,heliophyte
沿岸动物,littoral fauna
厌氧生物,anaerobe
岩岸,rocky shore
自然稀疏 自疏,natural thinning
原始林地,virgin woodland
资源占有潜力不对称,resource-holding potential asymmetry
自然增长率,rate of natural increase
亚群系,subformation
原位密度,in situ density
原始植被,original vegetation
最高有效积温,maximum effective temperature
制约,conditioning
总有机碳,total organic carbon
最小因子,minimum factor
致死高温,lethal high temperature
总初级生产量 总第一性生产量,gross primary production
总生产量,gross production
中间宿主,intermediate host
滞留时间,residence time
总有机物,total organic matter
综合农业,integrated agriculture
最适曲线,optimum curve
总辐射量,total radiation
中位种,intermediate species
最适渔获量,optimum catch
踪迹信息素 示踪信息素,trail pheromone
周期顶极群落,cyclic climax
种群压力,population pressure
种群分析,population analysis
周期变形,cyclomorphosis
最低有效积温,minimum effective temperature
源种群,source population
自切 自割,autotomy
自动散播,autochory
自然控制 自然防治,natural control
自调节,self-regulation
自驯化,self-domestication
原始林 原生林,primeval forest
源-汇模型,source-sink model
原位生物修复,in situ bioremediation
自交亲和性,self-compatibility
种群统计学,demography
种群灭绝,population extinction
重力坝,gravity dam
种间关系,interspecific relationship
种群生态学,population ecology
种间关联,interspecific association
种群衰老,phylogerontism
种群衰退,population depression
昼夜垂直移动,diurnal vertical migration
种内拟态,automimicry
昼夜迁徙,diurnal migration
周转率,turnover rate
周年变化,annuation
引入,introduction
特有现象,endemism
文化多样性,cultural diversity
孑遗种,relict species
孑遗特有种,relic endemic species
灾变,catastrophe
自然保护,nature conservation
鸟类禁猎区,bird sanctuary
天然公园,nature park
渐危种,vulnerable species
次生灭绝,secondary extinction
最小可生存种群,minimum viable population
资源编目,resource inventory
严格自然保护区,strict nature reserve
自然禁猎区,natural sanctuary
自然保护区,nature reserve
生物多样性相关公约,Biodiversity-related Conventions
世界自然遗产名录,World Heritage List
遗传资源的获取与共享,access and benefit sharing of genetic resources
世界自然保护联盟红色名录,IUCN Red List
世界遗产公约,World Heritage Convention
野生生物管理,wildlife management
沙[尘]暴,sandstorm
缓冲区,buffer zone
生态多样性,ecological diversity
地区多样性,regional diversity
文化进化,cultural evolution
岛屿生物区系,island biota
侵入种,invader species
濒危种,endangered species
灭绝,extinction
进化濒危种,evolutionarily endangered species
人为灭绝,anthropogenic extinction
灭绝率,extinction rate
孑遗植物区系,relict flora
孑遗型,relict form
生物遗传资源的元所有权,metaproperty right of biogenetic resources
生物安全,biological safety
世界自然保护联盟红皮书,IUCN Red Data Book
野生生物保护区系统,wildlife refuge system
国际生物多样性科学研究规划,DIVERSITAS
硬释放,hard release
软释放,soft release
SLOSS原则,single large or several small principle
保护物种,protected species
使用价值,instrumental value
奠基者效应,founder effect
隔离种,insular species
种－面积曲线,species-area curve
种－面积效应,species-area effect
随机灭绝,stochastic extinction
经济灭绝,economic extinction
关键资源,keystone resources
非再生资源,nonrenewable resources
生态濒危种,ecologically endangered species
原住民,indigenous people
遗传多样性,genetic diversity
背景灭绝,background extinction
环境退化,environmental degradation
孑遗生态型,relict ecotype
生境廊道,habitat corridor
围栏,enclosure
自然灾害,natural catastrophes
保留地,reserve
庇护所,refuge
物种入侵,species invasion
梅斯-兰德物种濒危等级标准,Mace-Lande Species Endangerment Criteria
卡塔赫纳生物安全议定书,Cartegena Protocol on Biological Safety
关于特别是水禽栖息地的国际重要湿地公约,Convention on Wetlands of International Importance Especially as Waterfowl Habitat
濒危野生动植物种国际贸易公约,Convention on International Trade in Endangered Species of Wild Fauna and Flora
濒危物种等级标准,criteria for endangered species
狩猎动物,game animal
狩猎牧场,game pasture
可再生资源,renewable resources
野生生物保护,wildlife conservation
人工养殖,captive breeding
局部灭绝,extirpation
种群生存力分析,population viability analysis
环境伦理,environmental ethics
生物多样性,biodiversity
环境不确定性,environmental uncertainty
世界非物质遗产,intangible heritage
多样性梯度,diversity gradient
再引入,reintroduction
种-面积关系,species-area relationship
遗传有效种群大小,genetically effective population size
生境评价程序,habitat evaluation procedure
世界自然遗产,World Heritage
保护野生动物迁徙物种公约,Convention on the Conservation of Migratory Species of Wild Animals
生物遗传资源的衍生所有权,derived property right of biogenetic resources
世界保护监测中心,World Conservation Monitoring Center
芜原,barren area
野生生物,wildlife
栖息地多样性,habitat diversity
岛屿生物地理学说,theory of island biogeography
多样性,diversity
进化显著单元,evolutionary significant unit
多样性中心,diversity center
外来种,exotic species
生物多样性热点,biodiversity hotspot
聚群灭绝,mass extinction
禁伐林,reserve forest
联合国生物多样性公约,United Nations Convention on Biological Diversity
狩猎经营,game management
保护地,protected area
就地保护,in situ conservation
核心生境,core habitat
检疫,quarantine
生物地理分析,biogeographic analysis
偷猎,poaching
多样性指数,diversity index
人类中心伦理观,anthropocentric ethic
生境管理,habitat management
生境适宜度指数,habitat suitability index
孑遗群落,relict community
生境分析,habitat analysis
孑遗动物区系,relict fauna
生境破碎,habitat fragmentation
人与生物圈自然保护区,Man and Biosphere Reserve
荒野地,wildness area
易地保护,ex situ conservation
世界自然保护联盟,World Conservation Union
空隙分析,geographical approach process analysis
恩索,ENSO
碳汇,carbon sink
植被-生态系统模型和分析项目,Vegetation/Ecosystem Modeling and Analysis Project
臭氧洞,ozone hole
生物质燃料,biomass fuel
臭氧屏障,ozone shield
太阳紫外辐射,solar ultraviolet radiation
皮纳图博火山爆发,Mount Pinatubo volcano eruption
温暖指数,warmth index
放射性碳定年,radiocarbon dating
卫星影像,satellite image
格陵兰冰芯,Greenland ice core
自由大气二氧化碳浓度增加实验,free-air carbon dioxide enrichment experiment
中国东北样带,Northeast China Transect
东方站冰芯,Vostok ice core
国际水文发展十年计划,International Hydrologic Decade
间冰期,interglacial stage
极地带,polar zone
氯氟烃,chlorofluorocarbon
氧化亚氮,nitrous oxide
生物圈2号,biosphere 2
土壤呼吸,soil respiration
光化学烟雾,photochemical smog
平流层,stratosphere
垂直气候带,vertical climatic zone
生物区,bioregion
碳信用,carbon credit
碳源,carbon source
过去的全球变化研究计划,Past Global Changes
气候,climate
全新世,Holocene
卫星监测,satellite monitoring
冰期,glacial stage
样带,transect
冰碛,till
通量,flux
生态系统过程模型,ecosystem process model
寒极,cold pole
臭氧伤害,ozone injury
甲烷,methane
二氧化碳,carbon dioxide
林线,timberline
树线,tree line
紫外线,ultraviolet ray
海洋性气候,oceanic climate
厄尔尼诺,El Nio
生物圈,biosphere
碳库,carbon stock
荒漠化,desertification
大气环流模型,general circulation model
二氧化碳失汇,CO2 missing sink
化石燃料,fossil fuel
炭黑,black carbon
氮沉降,nitrogen deposition
霍尔德里奇生命地带,Holdridge life zone
生命[地]带,life zone
北大西洋涛动,north Atlantic oscillation
冰缘,periglacial
动态全球植被模型,dynamic global vegetation model
冒纳罗亚观测站,Mauna Loa Observatory
政府间气候变化专门委员会,Intergovernmental Panel on Climate Change
国际地球物理年,International Geophysical Year
京都议定书,Kyoto Protocol
生物量碳,biomass C
气候带,climate zone
臭氧层,ozone layer
平流层突发性增温,stratospheric sudden warming
海洋温盐环流输送带,oceanic thermohaline conveyor belt
碳固存,carbon sequestration
极圈,polar circle
植被活动,vegetation activity
前寒武纪,Precambrian
生物群系,biome
海啸,tsunami
寒冷指数,coldness index
土地覆盖变化,land cover change
全球变暖,global warming
海平面变化,eustatic movement
拉尼娜,La Nia
土壤-植物-大气连续体,soilplant-atmosphere continuum
净生物群系生产力,net biome productivity
净生态系统生产力,net ecosystem productivity
二氧化碳施肥效应,CO2 fertilization
全球变化与陆地生态系统,Global Change and Terrestrial Ecosystem
土地利用与土地覆盖变化,Land Use and Land Cover Change
国际山地年,International Year of Mountains
遥感,remote sensing
新仙女木事件,Younger Dryas
涡度相关技术,eddy covariance technique
连续二氧化碳梯度装置,continuous CO2 gradient facility
国际地圈-生物圈计划,International Geosphere-Biosphere Programme
生态系统净交换,net ecosystem exchange
碳密度,carbon density
臭氧损耗,ozone depletion
生态气候图解,climate diagram
气溶胶,aerosol
硫氧化物,sulfur oxide
臭氧,ozone
水圈,hydrosphere
岩石圈,lithosphere
温室效应,greenhouse effect
光化学反应,photochemical reaction
桑思韦特气候分类,Thornthwaite climate classification
南方涛动,southern oscillation
一氧化碳,carbon monoxide
盖娅假说,Gaia hypothesis
碳贸易,carbon trade
地质循环,geological cycle
再造林,reforestation
冰芯,ice core
温室气体,greenhouse gas
生态梯度,ecological gradient
植被带,vegetation belt
地带性气候,zonal climate
埃尔奇琼火山爆发,El Chichon volcano eruption
永久冻土,permafrost
全球环境变化的人文因素计划,International Human Dimension Programme on Global Environmental Change
小冰期,little ice age
同位素,isotope
立体农业,multi-storied agriculture
自然农业,natural agriculture
土壤有效水,soil available water
植物杀虫剂,vegetable insecticide
植物病原体,plant pathogen
可持续农业,sustainable agriculture
刀耕火种,slash and burn agriculture
少耕法,less-tillage system
生态农业,ecological agriculture
集约农业,intensive agriculture
农地指示生物,agricultural bio-indicator
耐盐作物,salt tolerant crop
迁移性放牧,transhumance
土地改良,land amelioration
土壤碱化作用,soil alkalization
水能,water energy
水分短缺,water shortage
适度放牧量,proper stocking rate
生长控制物质,growth controlling substance
经济危害水平,economic injury level
化学防治,chemical control
害虫,pest
寄主植物,host plant
选择性除草剂,selective herbicide
白色农业,white agriculture
替代农业,alternative agriculture
农业布局,agricultural pattern
农业区划,agricultural regionalization
农村能源,rural energy
土地利用规划,land use planning
土壤因子,edaphic factor
土壤蒸发,soil evaporation
土壤毛管水,soil capillary water
田间持水量,field capacity
水土保持,water and soil conservation
养分利用效率,nutrient-use efficiency
载畜量,stocking capacity
腐殖质分解者,humivore
植物杀菌素,phytocidin
防护林,shelter forest
潜在害虫,potential pest
土壤吸收作用,soil absorption
土壤宜耕性,till suitability of soil
过度放牧,overgrazing
水培,solution culture
微生态制剂,probiotics
综合农业,integrated agriculture
有机农业,organic agriculture
中国传统农业,Chinese traditional agriculture
生态林业,ecological forestry
土壤[地]带,soil zone
土壤诊断,soil diagnosis
土壤自由水,soil free water
土壤硝化作用,soil nitrification
砂砾培养,gravel culture
养地作物,soil improving crop
土壤改良树种,soil improving tree species
土壤习居菌,soil inhabitant microbe
绿色能源,green energy
水土流失,water and soil loss
水分平衡,water balance
草原改良,grassland improvement
有机食品,organic food
害虫抗药性,pest resistance to insecticide
当地原有害虫,indigenous pest
可持续农业与农村发展,sustainable agriculture and rural development
生物动力学农业,bio-dynamic agriculture
虫害预测,prediction of pest attack
原始农业,primitive agriculture
移耕农业,shifting cultivation
现代农业,modern agriculture
节水农业,water saving agriculture
半农半牧区,farming-pastoral region
乡村林业,rural forestry
三熟种植,triple cropping
土地利用图,land use map
土壤异养细菌,soil heterotrophic bacteria
土壤含水量,soil water content
土壤干旱,soil drought
土壤水分特征曲线,soil water characteristic curve
土壤水分枯竭,soil water depletion
表土,topsoil
含水量,water content
人工气候,man-made climate
经济阈值,economic threshold
防治阈值,action threshold
益虫,beneficial insect
微生物农药,microbial pesticide
虫媒授粉,insect pollination
选择性杀虫剂,selective insecticide
绿色革命,green revolution
虫媒传播疾病,insect borne disease
雨养农业,rainfed farming
传统农业,traditional agriculture
土壤容重,soil bulk density
地力级,land capability class
土壤自养细菌,soil autotrophic bacteria
盐化作用,salinization
土壤代谢,soil metabolism
土壤杀菌,soil sterilization
土壤萎蔫系数,soil wilting coefficient
土壤输出,soil outflux
作物生长率,crop growth rate
农田生态系统,ecosystem of cropland
作物气候适应性,crop climatic adaptation
适口性,palatability
绿色食品,green food
绿肥作物,green manure crops
放牧休闲,summer fallow
植物抗虫性,plant resistance to insect
能源农场,energy farm
渍水土壤,waterlogged soil
生态农场,ecological farm
草田轮作制,ley farming
土壤缓冲能力,soil buffering ability
土壤气候,soil climate
盐分累积,salt accumulation
湿润系数,moisture coefficient
地下灌溉,subirrigation
放牧地指示生物,grazing indicator
农田防护林,shelter forest for farmland
综合防治,integrated control
耕作防治,cultural control
远交,outbreeding
杂种衰败,hybrid breakdown
近交,inbreeding
杂种群,hybrid swarm
杂种优势,hybrid vigor
回交,backcross
庇护所策略,refuge strategy
显性标记,dominant marker
微卫星,microsatellite
变性梯度凝胶电泳,denaturing gradient gel electrophoresis
同工酶,isozyme
分子适应,molecular adaptation
扩增片段长度多态性,amplified fragment length polymorphism
质量性状,qualitative character
非同义突变,nonsynonymous mutation
遗传二态性,genetic dimorphism
杂合度,heterozygosity
基因型与环境互作,genotype-environment interaction
表型,phenotype
同源性状,homologous character
表型可塑性,phenotypic plasticity
基因流,gene flow
转基因逃逸,transgene escape
超级杂草,superweed
渐渗杂交,introgression hybridization
杂交育种,cross-breeding
抗性进化,resistant evolution
逸生植物,feral plant
基因多样性指数,gene diversity index
根井正利基因多样性指数,Nei's gene diversity index
基因多效性,pleiotropy
遗传同类群,genodeme
天然杂种,natural hybrid
单链构象多态性,single strand conformation polymorphism
DNA指纹,DNA fingerprint
聚合酶链式反应,polymerase chain reaction
外显率,penetrance
遗传距离,genetic distance
纯合度,homozygosity
杂交衰退,hybrid depression
遗传标记,genetic marker
共显性标记,co-dominant marker
固定,fixation
突变率,mutation rate
杂合现象,heterozygosis
基因污染,gene contamination
遗传多样性指数,genetic diversity index
遗传性死亡,genetic death
同塑性,homoplasy
释放,release
限制性片段长度多态性,restriction fragment length polymorphism
等位酶,allozyme
比对,alignment
繁育系统,breeding system
基因型,genotype
杂交,hybridization
杂合优势,heterozygote superiority
重定居,recolonization
遗传传递,genetic transmission
花粉漂流,pollen drift
转基因生物,transgenic organism
F2代筛选,F2 screen
小卫星,minisatellite
中性等位基因,neutral allele
遗传稳态,genetic homoeostasis
遗传多态性,genetic polymorphism
突变热点,hotspot of mutation
多态性基因座,polymorphic locus
高变位点,hypervariable site
遗传结构,genetic structure
沉默替换,silent substitution
遗传变异,genetic variation
同义突变,synonymous mutation
遗传一致度,genetic identity
同源多倍体,autopolyploid
随机扩增多态性DNA,random amplified polymorphic DNA
扩展适应,exaptation
同胞种,sibling species
单态性,monomorphism
相邻种群区,neighborhood area
基因沉默,gene silencing
相邻种群大小,neighborhood size
标记基因,marker gene
遗传修饰生物体,genetically modified organism
同胞关系,sibship
异源多倍体,allopolyploid
DNA微阵列,DNA microarray
杂种带,hybrid zone
适合度代价,fitness cost
数量性状,quantitative character
后继适应,abaptation
遗传冲刷,genetic erosion
固定指数,fixation index
中性突变,neutral mutation
遗传率,heritability
异质性指数,heterogeneity index
基因生态同类群,genoecodeme
水平基因转移,horizontal gene transfer
遗传漂变,genetic drift
单倍型,haplotype
F统计量,F-statistics
遗传分化系数,genetic differentiation coefficient
自播植物,volunteer plant
遗传湮没,genetic swamping
植物挥发物,plant volatile
外分泌液,exocrine secretion
偏利素,apneumone
气味化学物质,odor chemicals
那氏信息素,nosanov pheromone
梨小食心虫性信息素,sex pheromone of Grapholitha molesta
腐食酪螨警戒信息素,alarm pheromone of Tyrophagus putrescentiae
波纹小蠹诱剂,multilure
引诱性信息素,attractant sex pheromone
豹鳎毒素,pardaxins
信息素分子构型,molecular configuration of pheromone
昆虫信息素应用,application of insect pheromone
交配干扰,mating disruption
驱-诱结合,push-pull
气缕,plume
合成性信息素,synthetic sex pheromone
触角电位图,electroantennogram
牛膝蜕皮酮,inokosterone
雌虫诱捕器,virgin female-baited trap
保幼激素类似物,juvenile hormone analogue
信息素防治区,pheromone-treated plot
标记信息素,marking pheromone
利他素,kairomone
信息化学物质,semiochemicals
外分泌提取物,exocrine extract
警戒信息素,alarm pheromone
社会信息素,social pheromone
多源警戒信息素,multisource alarm pheromone
化学标迹物,chemical trail
蚁类社会性化学物质,sociochemicals of ants
后蚁信息素,ant queen pheromone
二化螟性信息素,sex pheromone of Chilo suppressalis
葡萄虎天牛雄性信息素,male sex pheromone of Xylotrechus pyrrhoderus
红铃虫性诱剂,gossylure
日本丽金龟性诱剂,japanilure
刺足根螨警戒信息素,alarm pheromone of Rhizoglyphus robini
蜱螨信息素,acarina pheromone
信息素合成,synthesis of pheromone
单腺体信息素提取物,pheromone extract from a single gland
信息素分子结构,molecular structure of pheromone
类萜,terpenoid
信息素生物合成激活肽,pheromone biosynthesis activating neuropeptide
他感作用,allelopathy
踪迹信息素,trail pheromone
类信息素,parapheromone
社会化学物质,sociochemicals
表面信息素,surface pheromone
蚁群气味,colony odor
告警化学通信,alarm chemical communication
引诱剂,attractant
昆虫性诱剂,insect sex attractant
昆虫性信息素,insect sex pheromone
昆虫雌性信息素,female sex pheromone of insect
棉铃虫性信息素,sex pheromone of Helicoverpa armigera
蜱螨性信息素,sex pheromone of acarina
滞留性信息素,arrestant sex pheromone
接触性信息素,contact sex pheromone
植物种间他感作用,allelopathy among different plants
菜豆象雄性信息素,male sex pheromone of Acanthoscelides obtectus
扩散信息素,dispersal pheromone
雄虫性信息素,sex pheromone of male insect
似食酪螨警戒信息素,alarm pheromone of Tyrophagus similis
黑麦他感素,allelochemic of Secale cereale
风洞,wind tunnel
嗅觉仪,olfactometer
信息化学物质生物测定,bioassay of semiochemicals
诱芯,lure
散发,emission
蚁类外分泌腺,exocrine gland of ants
Y型迷宫嗅觉仪,Y-maze olfactometer
相克素,antimone
气味通信,odor communication
利己素,allomone
植物种内他感作用,allelopathy among same plants
大量诱捕,mass trapping
寄主植物他感素,allelochemicals of host-plant
大气弥漫,atomospheric permeation
聚集信息素,aggregation pheromone
他感化学物质,allelochemics
多组分警戒信息素,multicomponent alarm pheromone
外分泌腺,exocrine gland
背板腺信息素,tergum gland pheromone
化学宣传物质,chemical propaganda substance
小菜蛾性信息素,sex pheromone of Plutella xylostella
棉象甲性诱剂,grandlure
螨警戒信息素,acarid alarm pheromone
信息素生物合成,biosynthesis of pheromone
信息素提取物,pheromone extract
河野脂螨警戒信息素,alarm pheromone of Lardoglyphus konoi
后背腺,opisthonotal gland
立体选择反应,stereoselective reaction
酚酸,phenolic acid
诱捕器,trap
雌蛾交配率,mating rate of virgin female meths
家蝇性诱剂,muscalure
瓜实蝇性诱剂,cuelure
尖翅蠊素,nauphoetin
征召信息素,recruitment pheromone
上颚腺信息素,mandibular gland pheromone
白杨透翅蛾性信息素,sex pheromone of Paranthrene tabaniformis
蚕蛾性诱醇,bombykol
桃小食心虫性信息素,sex pheromone of Carposina niponensis
己诱剂,hexalure
齿小蠹烯醇,ipsenol
食菌甲诱醇,sulcatol
彩饰花蜱聚附信息素,aggregation and attachment pheromone of Ameblyomma variegatum
粉尘螨警戒信息素,alarm pheromone of Dermatophagoides farinae
聚附信息素,aggregation and attachment pheromone
植物次生物质,plant secondary substance
植物酚类物质,plant phenolics
植物他感作用,allelopathy of plant
气相色谱-触角电位联用,gas chromatography-electroantennagram detection
田间试验,field test
触角电位检测,electroantennogram detection
蜕皮激素,ecdysone
交配干扰防治区,mating disruption plot
信息素生物测定,bioassay of pheromone
信息素田间试验,pheromone field test
蜕皮甾酮,ecdyterone
合成信息素诱捕器,synthetic pheromone-baited trap
信息素释放器,pheromone dispenser
信息化学物质应用,application of semiochemicals
植物性蜕皮素,phytoecdysone
雄蛾捕获量,catches of male moths
互利素,synomone
前信息素,propheromone
蚁类毒液,ant venom
奴役[现象],dulosis
亚洲玉米螟性信息素,sex pheromone of Ostrinia furnacalis
大量征召,mass recruitment
昆虫聚集信息素,insect aggregation pheromone
舞毒蛾性诱剂,disparlure
地中海实蝇性诱剂,trimedlure
盾窝腺,foveal gland
笠贝酮,limatulone
胜红蓟素,ageratochromene
抑信息素肽,pheromonostatin
信息素化学合成,chemical synthesis of pheromone
诱捕法防治区,mass trapping plot
信息素,pheromone
性信息素,sex pheromone
蜂王信息素,queen pheromone
疏散信息素,epideictic pheromone
信息素抑制剂,pheromone inhibitor
简单警戒信息素,simple alarm pheromone
掠夺信息素,robbing pheromone
征召,recruitment
腺体外分泌物,exocrine glandular secretion
性诱剂,sex attractant
群体征召,group recruitment
马尾松毛虫性信息素,sex pheromone of Dendrolimus punctatus
粉纹夜蛾性诱剂,looplure
苹果小卷蛾性诱剂,codlemone
斑蝶酮,banaidone
性识别信息素,sex-identifying pheromone
椭圆嗜粉螨警戒信息素,alarm pheromone of Aleuroglyphus ovatus
乳果螨警戒信息素,alarm pheromone of Carpoglyphus lactis
信息素粗提物,pheromone crude extract
信息素鉴定,identification of pheromone
促信息素肽,pheromonotropin
昆虫生长调节剂,insect growth regulator
哺乳动物化学信号,mammal chemical signal
保幼激素,juvenile hormone
信息素风洞试验,wind tunnel test of pheromone
信息素嗅觉仪,olfactometer of pheromone
苏铁蜕皮酮,cycasterone
农田生态工程,farmland eco-engineering
复合生态系统动力学,eco-dynamics of complex ecosystem
开拓适应原理,principle of exploitation and adaptation
城市热岛效应,urban heat island
生态文明,ecological civilization
生态适宜性分析,ecological suitability analysis
生态材料,eco-material
中度嫌城市植物,moderately urbanphobe plant
共轭生态规划,conjugate ecological planning
生态工程,ecological engineering
绿色化工,green chemical industry
产业生态系统,industrial ecosystem
城市大气环流,urban atmospheric circulation
城市生态系统,urban ecosystem
残存自然群落,relict natural community
再城市化,re-urbanization
健康城市,healthy city
城市覆盖层,urban canopy layer
城市峡谷效应,urban canyon effect
城市农业,urban agriculture
森林游憩,forest recreation
城市土壤,urban soil
增益环,increasing benefit loop
湿地生态工程,wetland eco-engineering
生态生产力,ecological productivity
物质流分析,material flow analysis
生物生产性土地,biological productive area
价值流,monetary value flow
生态产业,ecological industry
当量因子,equivalence factor
非物质化,dematerialization
产品生命周期设计,product life cycle design
再循环,recycle
生态发育原理,principle of ecological development
竞争序,competition order
生态赤字,ecological deficit
生态需水,water demand for natural service
因子叠加法,factor overlapping method
归化植物,naturalized plant
极嫌城市植物,highly urbanphobe plant
中性城市植物,urban neutral plant
加环,loop addition
城市特色危机,urban identity crisis
国家公园,national park
城市绿化覆盖率,urban green coverage rate
灰霾,dust-haze
城市植被,urban vegetation
城市绿地系统规划,urban green space system planning
城市杂草群落,urban weed community
生态建筑,ecological building
土地复垦,land reclamation
农业生态工程,agricultural eco-engineering
损耗环,consumptive loop
生态资产,ecological asset
环境绩效评估,environmental performance evaluation
共生序,symbiosis order
生物供给能力,biological capacity
生态[性]灾难,ecological disaster
城市湿地,urban wetland
生态城市,eco-city
森林公园,forest park
风景林地,scenic forest
生态产品评价,ecological product assessment
服务替代产品,services replace product
产品生态辨识,ecological product identification
社会-经济-自然复合生态系统,social-economic-naturalcomplexecosystem
竞争共生原理,principle of competition and symbiosis
循环再生原理,principle of recycling and regeneration
连锁反馈原理,conjugate principle of positive and negative feedback
生态卫生,ecological sanitation
风景名胜区,landscape and famous scenery
地质公园,geopark
生态旅游,ecological tourism
基塘系统,dike-pond system
复合环,complex loop
能值/货币比率,emergy/＄ ratio
城市逆温层,urban inversion layer
屋顶花园,roof garden
综合性政策评价,integrated policy appraisal
清洁生产,clearer production
环境审计,environmental auditing
循环经济,circular economy
产品生命周期评价,product life cycle assessment
再利用,reuse
产品生态学,product ecology
产业化,industrialization
产品生态诊断,ecological product diagnosis
无害化,harmlessness
复合生态系统控制论,eco-cybernetics of complex ecosystem
乘补自生原理,principle of proliferation and compensation
城市承载力,urban carrying capacity
生态整合,ecological integrity
极适生城市植物,highly urbanphil plant
人居环境,human settlement
区域生态规划,regional eco-planning
适生城市植物,moderately urbanphil plant
生产环,productive loop addition
城市林业,urban forestry
稻鱼共生系统,rice-fish system
[物质]多层分级利用,multilayer and multi-gradation using material
生态资本,ecological capital
产量因子,yield factor
田园城市,garden city
城市边界层,urban boundary layer
立体绿化,vertical planting
城市公共绿地,urban public green area
生态审计,ecological auditing
清洁能源,clearer energy
生态承载力,ecosystem carrying capacity
人体健康风险评估,human healthy risk assessment
城市化,urbanization
生态政区建设,ecopolis
城市气候,urban climate
城市绿地,urban green space
城市绿地系统,urban green space system
逆城市化,counter-urbanization
产品生命周期,product life cycle
复合生态系统关系,eco-contexts in complex ecosystem
多样性主导性原理,principle of diversity and dominance
最小风险原理,conjugate principle of risk and opportunity
最大功率原则,maximum power principle
生态功能区划,ecological function zoning
人布植物,anthropochore
伴生动物,companion animal
湿地公园,wetland park
美学价值,aesthetic value
生态管理,ecological management
风景林,aesthetic forest
美学受损水平,aesthetic injury level
湿地生态系统设计,design of wetland ecosystem
减耗环,decreasing consumption loop
清单分析,inventory analysis
城市绿地率,ratio of urban green space
人工栽培群落,artificial planted community
城市生态安全,urban ecological security
清洁生产技术,clearer production technology
绿色国内生产总值,green gross domestic product
生态耗竭,eco-exhaustion
生态敏感性,ecological sensitivity
多样性-稳定性假说,diversitystability hypothesis
生态滞留,eco-stagnation
生态健康,ecological health
生态序,ecological order
生态足迹,ecological foot-print
风景名胜区规划,landscape and famous scenery planning
生态设计,ecological design
农林复合系统,agro-forestry
生态产业园,eco-industrial park
产业代谢分析,industrial metabolism analysis
城市生态规划,urban ecological planning
城市绿化,urban greening
城市绿化覆盖面积,urban green coverage
生态胁迫,ecological stress
植物生态学,plant ecology
动物微生态学,animal microecology
森林生态经济学,forest-ecological economics
城市经济生态学,urban economic ecology
城市社会生态学,urban socioecology
人类群居学,ekistics
生态美学,ecoaesthetics
生态遗传学,ecological genetics
污染生态化学,pollution ecochemistry
湿地生态学,wetland ecology
分子生态学,molecular ecology
个体生态学,autecology
分子微生物生态学,molecular microbial ecology
种群生物学,population biology
基因工程微生物生态学,genetically engineered microorganism ecology
全球生态学,global ecology
行为生态学,behavioral ecology
植物行为生态学,plant behavioral ecology
农业生态经济学,agroecological economics
放牧生态学,grazing ecology
遗传生态学,genetic ecology
生态免疫学,ecological immunology
农业生态学,agricultural ecology
保护生态学,conservation ecology
城市景观生态学,urban landscape ecology
生态系统服务生态学,ecology of ecosystem services
人口生态学,population ecology
信息生态学,information ecology
文艺生态学,art ecology
生态伦理学,ecological ethics
生态系统能量学,ecosystem energetics
生态政治学,ecopolitics
生物能[量]学,bioenergetics
生理能量学,physiological energetics
景观生态学,landscape ecology
实验景观生态学,experimental landscape ecology
森林生态学,forest ecology
植物化学生态学,plant chemicalecology
生态基因组学,ecological genomics
生态能量学,ecological energetics
海洋生态学,marine ecology
扩散生态学,dispersal ecology
文化生态学,cultural ecology
