中文,英文
亚硝化作用,nitrosification
生物固氮作用,biological nitrogen fixation
反硝化作用,denitrification
熏蒸剂,fumigant
黏细菌,myxobacteria
生物可降解性,biodegradability
贫营养微生物,oligotrophic microorganisms
质粒,plasmid
共生质粒,symplasmid
氮素有效性比率,nitrogen availability ratio
生境,habitat
土壤有机质平衡,soil organic matter balance
细菌生理群,physiological group of bacteria
土壤原有机质,native soil organic matter
土壤有机质半减期,half-life of soil organic matter
嗜热微生物,thermophilic microorganism
胡敏酸A4/A6比值,A4/A6 ratio of humic acid
胡敏酸-富啡酸比值,HA/FA ratio
重组腐殖物质,humic substance in heavy fraction
腐殖化作用,humification
富啡酸,fulvic acid
金属-腐殖物质络合物,metalhumic substances complexes
氮循环,nitrogen cycle
硫循环,sulfur cycle
需氧外酶,aerobic exoenzyme
土壤脲酶,soil urease
需氧酶,aerobic enzyme
氧化还原酶类,oxidoreductase
固氮酶活性,nitrogenase activity
胞外酶,extracellular enzyme
土壤微生物生物量,soil microbial biomass
土著性细菌,autochthonous bacteria
茎瘤,stem nodule
外生菌根,ectomycorrhiza
土壤环流术,soil perfusion technique
铁载体,siderophore
低营养流生境,less nutrient flux habitat
胞内酶,endocellular enzyme
土壤酶稳定性,stability of soil enzyme
转移酶类,transferase
土壤生物量,soil biomass
土壤微生物区系,soil microflora
共生生物,symbiont
菌根,mycorrhiza
根区,root zone
根面,rhizoplane
根瘤菌剂,rhizobium inoculant
硫细菌,sulfur bacteria
甲烷细菌,methane bacteria
毒性有机物的去毒作用,detoxication of toxic organic compound
铁细菌,iron bacteria
有机物的毒化,toxication of organic compound
生物降解,biodegradation
土壤消毒,soil disinfection
好气分解,aerobic decomposition
土壤源温室气体,soil-borne greenhouse gases
嫌气分解,anaerobic decomposition
蓝细菌,cyanobacteria
菌根圈,mycorrhizosphere
杀真菌剂,fungicide
根瘤素,nodulin
结瘤基因,nodulation gene
孢子,spore
微生物营养群,trophic groups of microorganisms
群落,community
土壤有机质分解率,decomposition rate of soil organic matter
灰色胡敏酸,grey humic acid
土壤酶,soil enzyme
土壤酶促反应,soil enzymatic reaction
土壤酶保护容量,enzyme protection capacity of soil
动植物残体,plant and animal residues
植物圈,phytosphere
腐殖物质,humic substances
土壤局部灭菌,partial sterilization of soil
土壤有机碳-有机氮比值,organic carbo-nitrogen ratio in soil
有机氮库,organic nitrogen pool
固氮作用,nitrogen fixation
侵入线,infection thread
丛枝菌根,arbuscular mycorrhiza
植物凝集素,lectin
硝化作用,nitrification
自生固氮菌,free-living nitrogen fixing bacteria
微生物根部定植,colonization of root by microorganism
纤维分解菌,cellulose-decomposing bacteria
放线菌根瘤共生,actinorhizal symbiosis
遗传工程微生物,genetically engineered microorganism
接种物,inoculum
生物发光技术,bioluminescence technique
腐殖酸,humic acids
土壤酶活性,soil enzyme activity
冻土效应,effect of soil freezing
共生关系,symbiosis
互接种族,cross inoculation group
土传植物病菌,soil-borne plant pathogen
互利共栖现象,mutualism
[生物]拮抗现象,antagonism
类菌体,bacteroid
放线菌根瘤,actinorhizal nodule
纤维素分解作用,cellulose decomposition
根瘤菌,rhizobia
矿化作用,mineralization
土地生物处理,land biological treatment
先锋群落,pioneer community
内共生体,endosymbiont
土壤腐殖质,soil humus
轻组腐殖物质,humic substance in light fraction
胡敏素,humin
胡敏酸,humic acid
活性腐殖质,active humus
土壤酶抑制剂,soil enzyme inhibitor
土壤非活体酶,soil abiotic enzyme
土壤酶激活,activation of soil enzyme
裂解酶类,lyase
